_t4 		what would you like ? 
_t4 		all+right . 
_t4 		oh . 
_t4 		here's a big barn for the lizard . 
_t4 		okay . 
_t4 		xxx come over here . 
_t4 		okay , let's make a nice barn for her  .
_t4 		xxx she's tired is she gonna sleep in her barn ? 
_t4 		here's a big barn for her , too . 
_t4 		oh , she's gonna have such a nice sleep in that barn . 
_t4 		now one for the dinosaur ? 
_t4 		does the dinosaur need a big one or a little one ?
_t4 		okay , cause [: because] he's little , isn'e [: isn't he] ? 
_t4 		he's a little guy .
_t4 		okay , let's put a top on the a roof on the barn for him . 
_t4 		oh , you +//. 
_t4 		I thought we could make a small one like that , is that too small ?
_t4 		okay , we need a bigger one than that for him ? 
_t4 		okay .
_t4 		they can be a a shorter one . 
_t4 		who's that ? 
_t4 		hmmm . 
_t4 		that wants to be a big barn for motorcycle chicken ? 
_t4 		looks like she's sleeping in there . 
_t4 		you're making a nice tower . 
_t4 		whoah .
_t4 		put it back together ?
_t4 		let's do that together .
_t4 		okay , we can fix it .
_t4 		how are you motorcycle chicken , are you okay ? 
_t4 		did she hurt herself when that barn fell down ?
_t4 		oh .
_t4 		
_t4 		oh , good job !
_t4 		you know how to make these barns , don't you ?
_t4 		mmmm . 
_t4 		xxx .
_t4 		we'll just build it again .
_t4 		yeah .
_t4 		there's your tower . 
_t4 		xxx we 
_t4 		oh , okay . 
_t4 		it is , look at that .
_t4 		what a nice barn .
_t4 		is that motorcycle chicken's barn ?
_t4 		
_t4 		it's right there .
_t4 		good night , dino ! 
_t4 		what ? 
_t4 		oh , you making +//.
_t4 		you mean make more of a roof ?
_t4 		make a bigger roof ? 
_t4 		I don't know if we have any more of those   type blocks . 
_t4 		we can look for them . 
_t4 		they're in the Godiva bag ? 
_t4 		xxx  some of those small +//. 
_t4 		yep [: yes] , those'll [: those will] work .
_t4 		oh , you found some there .
_t4 		oh , that's a great roof for the dinosaur . 
_t4 		it's not gonna rain on him .
_t4 		he's gonna stay dry .
_t4 		he's gonna stay dry tonight .
_t4 		Rapunzel .
_t4 		Rapunzel . 
_t4 		she's sitting on the chair . 
_t4 		what ? 
_t4 		is that what you're saying , zel ? 
_t4 		xxx .
_t4 		Rapunzel . 
_t4 		what happened ?
_t4 		did you hit your face ?
_t4 		come ere [: here] .
_t4 		that rocking chair ? 
_t4 		lemme [: let me] kiss n [: and] make it better . 
_t4 		where does it hurt ? 
_t4 		xxx on your lip right there ?
_t4 		oh , dear . 
_t4 		di'you [: did you] hit it with the rocking chair ?
_t4 		kiss and make it better . 
_t4 		xxx  . 
_t4 		
_t4 		you wanna read a book ?
_t4 		xxx . 
_t4 		wanna sit on my lap ? 
_t4 		Berlioz the Bear . 
_t4 		those are hedgehogs there .
_t4 		they're going shopping for what ? 
_t4 		milk and yogurt and food ?
_t4 		mmmm , you think they're going to the store to shop ? 
_t4 		
_t4 		there's Berlioz the Bear , he has a musical instrument . 
_t4 		it's called a double bass .
_t4 		and he has a very beautiful wagon . 
_t4 		I don't think I know this one . 
_t4 		snow is falling , Mommy's calling , time to play: . 
_t4 		zip , zip , hooray . 
_t4 		oh , Mommy's taking the little girl out to play in the snow . 
_t4 		xxx I think she's a girl .
_t4 		I didn't read all of these .
_t4 		I remember that one .
_t4 		snowy morning . 
_t4 		that little girl has a +..? 
_t4 		and she's making some  footprints in the snow with her boots . 
_t4 		xxx . 
_t4 		stamping , tramping , see me go .
_t4 		what is what store called ? 
_t4 		a+c Moore ?
_t4 		see me go ?
_t4 		xxx . 
_t4 		does that remind you of the a+c Moore store ?
_t4 		stamping , tramping , see me go . 
_t4 		planting footprints in the s:now: .
_t4 		snow .
_t4 		this is the one with the frogs and the dishes . 
_t4 		what are those frogs doing ? 
_t4 		frogs are marsupials ? 
_t4 		koalas are marsupials , yeah .
_t4 		frogs go ribbit ribbit . 
_t4 		these frogs are washing dishes in a sink .
_t4 		do you think they're washing them because they're dirty ?
_t4 		and I think they're wearing their +...
_t4 		swimsuits because +...
_t4 		they're swimming . 
_t4 		and I see some soap bubbles . 
_t4 		these are all soap bubbles in this picture .
_t4 		oh , let's read this one . 
_t4 		this is the one where Kim +...
_t4 		is painting a necktie for Daddy to wear . 
_t4 		Mommy , Mommy brought Kim a necktie +//.
_t4 		I wonder if it was Daddy's birthday , do you think so ?
_t4 		maybe it was Daddy's birthday .
_t4 		Kim fetches paints and a brush .
_t4 		let's look at that picture . 
_t4 		that looks like a beautiful picture  book .
_t4 		wo:w ! 
_t4 		those bears are playing music and everybody in the village is dancing ! 
_t4 		those bears are an orchestra .
_t4 		oh , that is a clarinet . 
_t4 		that bear is playing a clarinet .
_t4 		that bear is playing a bass .
_t4 		that bear is playing a french horn .
_t4 		that's called a french horn . 
_t4 		that bear is playing a violin . 
_t4 		that's a clarinet .
_t4 		Daddy has a clarinet . 
_t4 		Daddy plays a clarinet . 
_t4 		who's that other +//. 
_t4 		oh , that bear's playing a drum .
_t4 		you can't see it very well , it's behind the bear who's playing the clarinet .
_t4 		but there's that bear right there is playing  big drum . 
_t4 		and that bears playing a trombone ! 
_t4 		that instrument is called a trombone .
_t4 		trombone .
_t4 		trombone .
_t4 		xxx who's dancing here ?
_t4 		yeah . 
_t4 		a dog and a pig and a cow , it looks like Mr Frumble ? 
_t4 		Mr Frumble is a pig .
_t4 		Mr Frumble is in a different book . 
_t4 		and who's that ? 
_t4 		what animal is that ?
_t4 		yeah .
_t4 		hedgehog .
_t4 		mmmm .
_t4 		xxx turn the page  .
_t4 		oh , that picture where everybody's dancing ? 
_t4 		that's back here , it's the last picture .
_t4 		everybody's dancing in that picture .
_t4 		that bear is playing a clarinet . 
_t4 		can you say that ?
_t4 		the bear is playing a clarinet .
_t4 		all these bears are playing music . 
_t4 		xxx these bears are an orchestra . 
_t4 		you wanna read Yoko ?
_t4 		
_t4 		you think that's what they're playing ?
_t4 		the bear orchestra's playing my paddle's [: paddle is] keen and bright ?
_t4 		can you sing that song ? 
_t4 		that's very good .
_t4 		follow the +...
_t4 		and swing .
_t4 		very good !
_t4 		my paddle's [: paddle is] keen and bright , flashing with silver , follow the wild goose flight , dip dip and +... 
_t4 		swing .
_t4 		I bet that's what they're playing .
_t4 		I bet that's what the orchestra is playing .
_t4 		can you sing that again ?
_t4 		very nice .
_t4 		yay .
_t4 		oh , can you sing that one ?
_t4 		I know a girl +...
_t4 		oh .
_t4 		oh .
_t4 		I know a girl that you don't know . 
_t4 		Eliza Jane .
_t4 		oh , Eliza .
_t4 		xxx .
_t4 		yeah .
_t4 		that is a big barn . 
_t4 		I saw that , ye' [: yes] .
_t4 		oh , is the dinosaur in that nice warm cozy barn ? 
_t4 		he won't get wet because he has a good roof .
_t4 		look at that tower , that's huge !
_t4 		it's a very tall tower .
_t4 		don't get wet little dinosaur .
_t4 		wo:w , look at that tall tower . 
_t4 		I know .
_t4 		oh .
_t4 		that was loud wasn't it ?
_t4 		you're okay ?
_t4 		okay .
_t4 		little girl in the barn ?
_t4 		the lizard in the barn ?
_t4 		okay .
_t4 		okay .
_t4 		that lizard's almost ready for bed , I think .
_t4 		okay .
_t4 		he wants to lie in Naima's room ? 
_t4 		xxx .
_t4 		what ?
_t4 		you're singing break of day ? 
_t4 		grateful day ?
_t4 		hi .
_t4 		that's a changing table ?
_t4 		who's going +...
_t4 		oh , does she need to get changed ? 
_t4 		what is she saying ?
_t4 		I want to be changed ?
_t4 		oh , is her +//.
_t4 		is she wearing a diaper ?
_t4 		do chickens wear diapers ?
_t4 		xxx .
_t4 		oh , another big tower .
_t4 		this would probably be a better barn for the dino , cause [: because] the lizard's too big for that barn , I think . 
_t4 		don't you think ? 
_t4 		that's a very tall changing table .
_t4 		oh , that's a good one .
_t4 		that's an eating part ?
_t4 		it does look like a picnic table . 
_t4 		xxx .
_t4 		
_t4 		you gonna pick out some books ? 
_t4 		xxx .
_t4 		it's like a quilt ?
_t4 		mmmm . 
_t4 		looks like you made a square shape here . 
_t4 		a square like a quilt .
_t4 		these two rectangles are making a square , you know ?
_t4 		that's a quilt .
_t4 		oh , it does look like a quilt . 
_t4 		cause [: because] there are four different blocks making up that big rectangle .
_t4 		that's okay .
_t4 		oh , what's she crying about ?
_t4 		oh .
_t4 		but I fixed it already . 
_t4 		oh . 
_t4 		xxx . 
_t4 		valentine's ? 
_t4 		you want you want me to read the wolf's chicken stew while we're making the valentines ?
_t4 		well , I'm gonna make dinner while you're making the valentines . 
_t4 		xxx .
_t4 		is that really upsetting ? 
_t4 		you can have the book .
_t4 		I'm gonna wipe your nose .
_t4 		xxx .
_t4 		aww .
_t4 		I'm just looking for something to wipe your nose with . 
_t4 		that cute little nose . 
_t4 		okay . 
_t4 		today is the thirteenth of February . 
_t4 		and we taped a whole lot this morning and it didn't record .
_t4 		and then maybe while you're eating dinner maybe I'll read that . 
_t4 		okay ? 
_t4 		what kind of stickers do you have there ?
_t4 		those are new stickers aren't they ?
_t4 		well , what do you see ? 
_t4 		what's in these stickers +//?
_t4 		this looks like salt !
_t4 		d'you [: do you] want this one ? 
_t4 		these are great valentines Naima . 
_t4 		xxx can you take it off ? 
_t4 		you 
_t4 		you are doing a great job . 
_t4 		I see that you have a banana sticker . 
_t4 		is there other food on those stickers ? 
_t4 		what other food is there ? 
_t4 		is there a loaf of bread on one of those stickers ? 
_t4 		do you need help getting the other stickers off ?
_t4 		Naima's [: Naima is] going to do what ? 
_t4 		yeah , I'm gettin' [: getting] you some food , don't worry . 
_t4 		yes ?
_t4 		would you like some tomato sauce in your guacamole ? 
_t4 		xxx .
_t4 		you want me to make pasta ?
_t4 		
_t4 		hmmm . 
_t4 		xxx I might make it hot , a little bit . 
_t4 		you like it a little bit hot , don't you ? 
_t4 		just a tiny bit ! 
_t4 		are you finished making the valentines ?
_t4 		you want me to take em [: them] away ? 
_t4 		I'll probably read it while you're eating your supper , okay ?
_t4 		xxx .
_t4 		let's putcher [: put your] bib on . 
_t4 		dragon shirt ?
_t4 		why don't we get a different bib then ? 
_t4 		why on't [: don't] we use this bib instead ? 
_t4 		'kay [: okay] ?
_t4 		no ?
_t4 		how bout [: about] this one ?
_t4 		this is a very pain free bib here . 
_t4 		it's a cloth bib . 
_t4 		it's a towel bib , actually !
_t4 		it's made out of a towel . 
_t4 		xxx .
_t4 		you're wearing a towel !
_t4 		okay . 
_t4 		I'm gonna read that while you start on your supper .
_t4 		you can finish the valentines afterwards . 
_t4 		and I'll make some pasta , too . 
_t4 		that's guacamole , special guacamole . 
_t4 		you don't hafta eat it .
_t4 		let's just put it there .
_t4 		you want me to read this ?
_t4 		oh , okay , I'll get some hummus . 
_t4 		there once lived a wolf . 
_t4 		xxx .
_t4 		who loved to eat .
_t4 		more than anything else . 
_t4 		xxx more than anything else in the world . 
_t4 		you're right .
_t4 		you know this story .
_t4 		hmmm . 
_t4 		as soon as he finished one meal , he began to think of the next .
_t4 		aha . 
_t4 		that wolf sure likes to eat . 
_t4 		whada [: what do] you think he's going to do next ? 
_t4 		he's going to see a little chicken .
_t4 		and he's going to figure out how he's going to eat her . 
_t4 		there's some hummus .
_t4 		ye' [: yes] .
_t4 		one day the wolf got a terrible craving for +..? 
_t4 		chicken pie ? 
_t4 		yes , chicken stew , you're right , it's chicken stew .
_t4 		all day long he walked across the forest in search of a delicious chicken . 
_t4 		finally he spotted one . 
_t4 		that means he saw her .
_t4 		oh . 
_t4 		ah , she is just perfect for my stew , he thought . 
_t4 		the wolf crept closer , but just as he was about to grab his prey +...
_t4 		he had another idea .
_t4 		if there was just if there were just some way to fatten this bird a little more , he thought .
_t4 		there would be all the more stew: for me: . 
_t4 		so +...
_t4 		the wolf ran home to his kitchen and began to +..?
_t4 		cook !
_t4 		look at all those things he has in his chicken . 
_t4 		what does he have there , Naima ?
_t4 		what does he have in his chicken ? 
_t4 		I mean +//. 
_t4 		xxx .
_t4 		what does he have in his kitchen there ?
_t4 		he has a rolling pin . 
_t4 		what else ? 
_t4 		that's guacamole . 
_t4 		oh , was it +..?
_t4 		zat [: was that] too hot ?
_t4 		too spicy ? 
_t4 		how bout [: about] some plain yogurt to help you with that ? 
_t4 		xxx plain yogurt will help your mouth feel better . 
_t4 		can I put that here ? 
_t4 		you can   . 
_t4 		yogurt makes your mouth feel better if it's too spicy .
_t4 		what else does he have in his kitchen there ? 
_t4 		he has a lot of intristing [: interesting] items . 
_t4 		he has items . 
_t4 		I wonder if he's going to make some cookies with that rolling pin he has there . 
_t4 		you s'pose [: suppose] ? 
_t4 		what kind of cookies do you think he's gonna make for the chicken ? 
_t4 		maybe he's going to make elephant cookies . 
_t4 		he might .
_t4 		yes ?
_t4 		yes dear ? 
_t4 		baby . 
_t4 		toddler .
_t4 		you wamme [: want me] to keep reading ?
_t4 		xxx .
_t4 		sit in the chair , look at the book , and turn the page ? 
_t4 		I have_to do all those things for you ? 
_t4 		I  I am gonna that  .
_t4 		oh , you like that page the best , don't you ? 
_t4 		these are some chick+peas . 
_t4 		this is what hummus is made out of . 
_t4 		you can try a couple of them , okay ? 
_t4 		xxx . 
_t4 		let's see what happens next .
_t4 		oh ! 
_t4 		pancakes . 
_t4 		what are they called ? 
_t4 		pancakes .
_t4 		he made a hundred scrumptious pancakes . 
_t4 		then late at night he left them on the chicken's porch . 
_t4 		eat well my pretty chicken he cried , get nice and fat for my +...
_t4 		stew .
_t4 		have some of these crackers too . 
_t4 		xxx .
_t4 		eat well my pretty chicken he cried .
_t4 		xxx .
_t4 		get nice and fat for my stew . 
_t4 		he's pretty devious , isn'e [: isn't he] ? 
_t4 		what happens next ?
_t4 		let's see .
_t4 		the next night he brought a hundred scrumptious doughnuts . 
_t4 		eat well my pretty chicken , he cried . 
_t4 		get nice and fat for my +...
_t4 		xxx . 
_t4 		why doesn't he bring them some hummus ? 
_t4 		I wonder why he's not bringing them hummus and crackers and avocado to eat . 
_t4 		wha' [: what] do you think ?
_t4 		you want more crackers ?
_t4 		you don't want these kind ?
_t4 		you want the square kind ?
_t4 		cracker squares . 
_t4 		xxx . 
_t4 		you want havarti cheese ? 
_t4 		uh , lemme [: let me] see . 
_t4 		that's string cheese right there .
_t4 		lemme [: let me] check the havarti . 
_t4 		no , this havarti is too old . 
_t4 		it's bad , I need to throw it out . 
_t4 		sorry , honey . 
_t4 		xxx it's yucky . 
_t4 		tha' [: that] havarti got old . 
_t4 		old +//. 
_t4 		nothin' [: nothing] worse than old havarti .
_t4 		xxx okay let's see . 
_t4 		we don't have any new havarti . 
_t4 		we have that string cheese .
_t4 		you want new cheese ? 
_t4 		that string cheese is new cheese .
_t4 		those little pieces that I gave you .
_t4 		well , I don't think we have very many other kinds of cheese here . 
_t4 		no . 
_t4 		no . 
_t4 		why don't you eat the string cheese . 
_t4 		this is good string cheese . 
_t4 		you can make cheese an' [: and] crackers with it . 
_t4 		and you could have some of this . 
_t4 		no ?
_t4 		that's  it's  guacamole . 
_t4 		with avocado in it . 
_t4 		there's avocado in this guacamole . 
_t4 		well that's not ripe actually . 
_t4 		tomorrow it will be ripe .
_t4 		it's not ripe , Naima . 
_t4 		there's a few pieces here . 
_t4 		but that other one isn' [: isn't] ripe . 
_t4 		here . 
_t4 		okay ? 
_t4 		we skipped a page ? 
_t4 		oh by accident , you mean ?
_t4 		okay . 
_t4 		did you have fun playing at  house today ? 
_t4 		what did you play with there , do you remember ? 
_t4 		what kind of toys did she have ?
_t4 		well , you played with her books . 
_t4 		xxx with the soft shapes in them . 
_t4 		and the animals in the books . 
_t4 		and  you played with her alphabet game . 
_t4 		she had a nice alphabet game . 
_t4 		and she had a pretend kitchen there . 
_t4 		and you were looking at Gracie a lot , the doggie . 
_t4 		and you played with her little people up in her room . 
_t4 		we got_to see her room .
_t4 		that was fun . 
_t4 		she has her own room just like you do . 
_t4 		and she has a play+room also . 
_t4 		she was sharing her toys with you . 
_t4 		pretty well . 
_t4 		when she comes to our house you can share your toys with her . 
_t4 		that avocado isn't ripe . 
_t4 		there's lots_of avocado on your plate .
_t4 		right there . 
_t4 		what's wrong with that avocado ? 
_t4 		that's good avocado . 
_t4 		is it hard for you to reach ?
_t4 		toddler . 
_t4 		there . 
_t4 		you want some of my rice ? 
_t4 		wanna try it ? 
_t4 		what else did +//?
_t4 		what ?
_t4 		what ? 
_t4 		hey , we both have red +//. 
_t4 		well I guess my socks are orange .
_t4 		I though we both had red socks today . 
_t4 		what else di' [: did] we do with  ? 
_t4 		we ate lunch with  at a restaurant , right ? 
_t4 		it's called Betsy's . 
_t4 		what did we eat there ? 
_t4 		xxx .
_t4 		you can say I ate macaroni and cheese . 
_t4 		yes you did .
_t4 		that's right . 
_t4 		Mommy ate a salad .
_t4 		Naima ate some yogurt and some macaroni and cheese . 
_t4 		I know .
_t4 		you ate it . 
_t4 		you can say I ate it . 
_t4 		I skipped a page by accident ? 
_t4 		lemme [: let me] see .
_t4 		did I ? 
_t4 		you mean there's one before the doughnuts that I skipped ?
_t4 		pancakes doughnuts . 
_t4 		I don't think so . 
_t4 		the next night he brought a hundred scrumptious doughnuts . 
_t4 		eat well my pretty chicken . 
_t4 		get nice and fat for my stew . 
_t4 		oh .
_t4 		and on the next night he brought a scrumptious cake . 
_t4 		weighing +...
_t4 		weighing a hundred pounds . 
_t4 		I am reading it .
_t4 		oh , you hafta get cleaned up if you wanna hold it .
_t4 		yeah , I'll read it , until you're clean . 
_t4 		eat well my pretty chicken , he cried , get +... 
_t4 		yeah , nice and fat for my stew .
_t4 		at last all was ready . 
_t4 		this was the night he had been waiting for . 
_t4 		he put a large stew pot on the fire .
_t4 		and set out joyfully to find his +... 
_t4 		dinner .
_t4 		mmmm , he's going to find the chicken .
_t4 		he wants to eat some chicken . 
_t4 		and there's your favorite page . 
_t4 		what is he doing in that picture , Naima ? 
_t4 		he is looking in that chicken's keyhole .
_t4 		do you think he sees her ? 
_t4 		I think he sees her . 
_t4 		but what happens next ?
_t4 		oh !
_t4 		the door opened suddenly and the chicken screeched  so it was you Mr Wolf . 
_t4 		hmmm . 
_t4 		and then she says children children look the pancakes and the doughnuts and that scrumptious cake .
_t4 		they weren't from Santa Claus , all those presents were from Uncle Wolf . 
_t4 		look at his face . 
_t4 		he looks confused . 
_t4 		the baby +//. 
_t4 		oops .
_t4 		the baby chicks jumped all over the wolf . 
_t4 		and gave him a hundred kisses ! 
_t4 		oh thank you uncle wolf , you're the best cook in the world . 
_t4 		oh . 
_t4 		uncle wolf didn't have chicken stew that night . 
_t4 		but Mrs Chicken fixed him a nice dinner anyway . 
_t4 		&aw shucks he thought as he walked home , maybe tomorrow I'll bake the little critters a hundred scrumptious cookie:s .
_t4 		there they are . 
_t4 		can you chew and swallow that instead of spitting it out ? 
_t4 		there's some water there , do you wanna drink some water ? 
_t4 		see that I gave you some water ? 
_t4 		what did we do this morning ? 
_t4 		do you remember where we went this morning ?
_t4 		and wha' [: what] did we do ?
_t4 		yeah , we went to toddler time . 
_t4 		and who gave you a kiss this morning ? 
_t4 		what furry animal gave you a kiss at toddler time ?
_t4 		what's her name ?
_t4 		that furry animal who gave you a kiss .
_t4 		the furry dragon .
_t4 		what's that dragon's name ?
_t4 		
_t4 		yes , Rascal .
_t4 		well , I might read that again a little later .
_t4 		right now I'm eating a pepper .
_t4 		crunch crunch crunch says Mommy . 
_t4 		while I'm eating the pepper ? 
_t4 		I have_to read while I'm eating the pepper ?
_t4 		but my mouth is busy chewing . 
_t4 		did you try the rice ? 
_t4 		who was at toddler time this morning ? 
_t4 		someone whose name rhymes with bear . 
_t4 		you know who . 
_t4 		whose name rhymes with bear ? 
_t4 		a little boy whose name is Thayer . 
_t4 		Thayer . 
_t4 		xxx .
_t4 		I heard his Mommy call him Thayer Bear . 
_t4 		she called him Thayer Bear , that sounds like a nickname . 
_t4 		his Mommy was in the kitchen . 
_t4 		the pretend kitchen . 
_t4 		with us . 
_t4 		he was cooking . 
_t4 		he was cooking a potato I think , in the pretend kitchen . 
_t4 		what were you doing ? 
_t4 		no , I'm gonna wait til [: until] I finish .
_t4 		who else was there ? 
_t4 		Jack was there today .
_t4 		and +...
_t4 		you want some cheese ? 
_t4 		oh , you'd like some cauliflower ? 
_t4 		great . 
_t4 		cauliflower can be very delicious . 
_t4 		mmmm .
_t4 		I'd like you to swallow that , okay ? 
_t4 		mmmm . 
_t4 		you can swallow that . 
_t4 		drink some water .
_t4 		it's cauliflower , it's good for you . 
_t4 		yummy . 
_t4 		and Miss  read a story that we have at home today . 
_t4 		mmmm+hmmm . 
_t4 		that's right . 
_t4 		she read guess how much I love you . 
_t4 		xxx .
_t4 		little nut brown hair . 
_t4 		mmmm+hmmm .
_t4 		yep [: yes] , there's more cauliflower here too .
_t4 		and  there was also big nut brown hair . 
_t4 		little nut brown hair .
_t4 		that('s) the little bunny rabbit . 
_t4 		mmmm .
_t4 		
_t4 		would that help ? 
_t4 		xxx  blow your nose . 
_t4 		xxx .
_t4 		you know who's coming in the morning ? 
_t4 		grandma .
_t4 		grandma  . 
_t4 		grandma  is coming tomorrow morning . 
_t4 		and she's gonna come to music class with us . 
_t4 		music together . 
_t4 		we sing hello everybody .
_t4 		what else do we sing there , do you remember any songs ?
_t4 		well , we sing songs from the bells cd . 
_t4 		like Jimmy crack corn . 
_t4 		and trot old Joe . 
_t4 		um: . 
_t4 		the rabbit song . 
_t4 		um:  . 
_t4 		xxx .
_t4 		oh dear . 
_t4 		uh .
_t4 		you mean what other songs are on the bells cd ? 
_t4 		mmmm: .
_t4 		I'm trying to remember .
_t4 		mmmm . 
_t4 		xxx . 
_t4 		put the rhythm in your hands and go clap clap clap . 
_t4 		that song also . 
_t4 		um . 
_t4 		who's that tappin' [: tapping] at the window . 
_t4 		I'm trying to remember . 
_t4 		you tell me , do you remember any other songs ?
_t4 		you want me to talk about the songs ?
_t4 		oh my gosh !
_t4 		um: I'm trying to remember . 
_t4 		the kitty+cat song .
_t4 		&u:h . 
_t4 		do you like that song ? 
_t4 		you do ?
_t4 		huh . 
_t4 		I thought you didn't like it . 
_t4 		yes what ? 
_t4 		yes you like it or yes you don't like it ?
_t4 		yeah  .
_t4 		uh and then there's the goodbye song . 
_t4 		that might be it . 
_t4 		xxx .
_t4 		speaking of which do you want some of the scrumptious cookies that Mommy made the other day ? 
_t4 		they're called Mommy's scrumptious cookies .
_t4 		actually they're called grano:la cookies . 
_t4 		you like those ?
_t4 		let's see here . 
_t4 		I need to cut it cause [: because] they're kinda [: kind of] hard . 
_t4 		are you done with your plate ? 
_t4 		should I take away that food or are you still eating it ?
_t4 		yeah what ?
_t4 		yeah you're done or yeah you're still eating ?
_t4 		okay . 
_t4 		an' [: and] here's the cookies . 
_t4 		you gotta chew those a lot , though .
_t4 		I could make them soggy . 
_t4 		you want soggy cookies ?
_t4 		you want some soy yogurt ? 
_t4 		you want some baby yogurt ?
_t4 		kay [: okay] , should I take this away ?
_t4 		xxx you still eating it ?
_t4 		you want baby yogurt ? 
_t4 		here's the cookie . 
_t4 		xxx a cookie there . 
_t4 		no ?
_t4 		no .
_t4 		no . 
_t4 		no .
_t4 		no .
_t4 		no .
_t4 		no .
_t4 		no .
_t4 		no .
_t4 		xxx there's lots you don't like .
_t4 		xxx .
_t4 		you mean what food don't you like or what songs don't you like ? 
_t4 		food or songs ?
_t4 		and you mean  what  does Naima not like , right ?
_t4 		oh , what music don't you like ?
_t4 		um: .
_t4 		I'm getting you yogurt  . 
_t4 		xxx .
_t4 		uh . 
_t4 		hmmm . 
_t4 		what music don't you like ? 
_t4 		you don't like lullabies very much . 
_t4 		I don't think so .
_t4 		you don't want this one ?
_t4 		
_t4 		it's strawberry flavored . 
_t4 		just try it . 
_t4 		
_t4 		is there a picture of strawberries on that ? 
_t4 		no , there isn't . 
_t4 		you're looking at it . 
_t4 		there isn't any strawberry on that container .
_t4 		what do you need ? 
_t4 		oh you mean the cakes , kamut cakes ?
_t4 		okay .
_t4 		you can dip it in the yogurt if you want . 
_t4 		xxx there's a lot that you don't like .
_t4 		well I can't think of anything right this minute . 
_t4 		other thingamajings . 
_t4 		thingamajings . 
_t4 		xxx .
_t4 		you like that word , don't you ?
_t4 		whatchamacallits .
_t4 		xxx .
_t4 		whatchamacallits .
_t4 		it's a perfectly good word .
_t4 		do you want some fresh banana ? 
_t4 		xxx you're saying hatchamacallits .
_t4 		hatchamacallits ? 
_t4 		I said whatchamacallits .
_t4 		xxx .
_t4 		you think I'm gonna read the wolf chicken stew .
_t4 		okay . 
_t4 		what . 
_t4 		la la moon . 
_t4 		what is .
_t4 		take me to the la la moon that's the song I don't know .
_t4 		oh I'm as a free little bird as I can be .
_t4 		oh there's something about the moon in that isn't there ?
_t4 		oh right here you do ?
_t4 		hmmm you did yesterday . 
_t4 		you done eating okay I'll take take this away from you . 
_t4 		today is February twenty first it's Friday . 
_t4 		and we just finished eating some delicious what did you eat for supper ? 
_t4 		do you remember what did you just eat ? 
_t4 		why should I tell you that Mom are you dumb . 
_t4 		oh dear . 
_t4 		okay let's get your face cleaned . 
_t4 		what's cold .
_t4 		what's cold the rag . 
_t4 		yeah I know but we don't have_to use it for very long . 
_t4 		what's wet ? 
_t4 		the rag is wet .
_t4 		yeah .
_t4 		I never heard you say that .
_t4 		but his spots are part of his body .
_t4 		they're part of him aren't they ? 
_t4 		hmmm those spots on him on the wall  . 
_t4 		are you talking about the scratch ? 
_t4 		because  you mean from rubbing him on the wall that scratch you made on the wall yeah .
_t4 		well I really don't want you make another scratch like that . 
_t4 		we have all those new books that you and  got out from the library . 
_t4 		who was .
_t4 		yeah we can find them . 
_t4 		were there other children at the library today ? 
_t4 		did you see .
_t4 		just librarians . 
_t4 		no kids ? 
_t4 		no other children no babies there today ? 
_t4 		just you and  and the librarians ? 
_t4 		what a quiet day at the library . 
_t4 		did you check out books ? 
_t4 		yeah I think they are in the bag in the other room we can get them and look at them .
_t4 		yeah they are at Mommy's desk . 
_t4 		but they're still in a bag but just at Mommy's desk . 
_t4 		yeah we'll get them . 
_t4 		yes I can tell you really want to get them out . 
_t4 		yeah .
_t4 		do you wanna go to my desk and get them ? 
_t4 		and bring them to Mommy . 
_t4 		well .
_t4 		oh the light of the moon      I think the light of the moon is what's in that song that you're thinking of the la la moon .
_t4 		the light of the moon . 
_t4 		where those back boys can't never bother me or something like that . 
_t4 		xxx . 
_t4 		I'm as a free little bird as I can be .
_t4 		tweet tweet .
_t4 		twee:t . 
_t4 		twee:t . 
_t4 		twee:t .
_t4 		alright let get this what's that one called  .
_t4 		okay let just let this on . 
_t4 		the la la moon I'm not sure it's about a la la moon . 
_t4 		take me home little birdy take me home . 
_t4 		there's your koala bear . 
_t4 		what're these books that you got ? 
_t4 		let's see .
_t4 		yeah the microphone is not in a great spot right now there that's a little better .
_t4 		Amelia Bedelia . 
_t4 		okay let see what this is all about . 
_t4 		Amelia Bedelia said Mrs Rogers you have been here a long time . 
_t4 		is that cat ?
_t4 		oh+my+goodness what's this story . 
_t4 		oh Mrs Rogers said Amelia Bedelia are you tired of me of course not said Mr Rogers . 
_t4 		that's a I guess that's Amelia Bedelia .
_t4 		she's gonna have a party . 
_t4 		that is Mr and Mrs Rogers . 
_t4 		is that bothering you ? 
_t4 		here you go . 
_t4 		that is somebody that is Amelia Bedelia's momma . 
_t4 		her name is Ame(lia) Amelia Bedelia . 
_t4 		those are her friends . 
_t4 		that's  . 
_t4 		that's a dog .
_t4 		yeah that's a kitty .
_t4 		what other books did you get that doesn't that book doesn't look so great .
_t4 		if you give a pig a pancake  . 
_t4 		I've heard about this book . 
_t4 		if you give a pig a pancake . 
_t4 		xxx that pig is climbing in the kitchen door . 
_t4 		about to eat a pancake . 
_t4 		she wants some syrup to go with it .
_t4 		I think that means maple syrup right . 
_t4 		you'll give her some of your favorite maple syrup . 
_t4 		she'll probably get all sticky . 
_t4 		oh look at that little pig . 
_t4 		she's all sticky . 
