_d5113 		hurt your toe ? 
_d5196 		and , juggle , and juggler . 
_d5196 		and ,  . 
_d5196 		j . 
_d5196 		just . 
_d5196 		yes jew . 
_d5196 		just .
_d5196 		jog .
_d5196 		joke .
_d5196 		jump+rope ?
_d5196 		jail .
_d5197 		Gima ? 
_d5197 		fooba wooba John is a girl ?
_d5197 		John , begins with the letter j too . 
_d5197 		John . 
_d5197 		Naima would you like to draw with crayons ?
_d5197 		do you wanna listen to , music ? 
_d5197 		do you wanna go down and see Daddy in his basement office ?
_d5197 		hi . 
_d5197 		you think he does ?
_d5197 		he might . 
_d5197 		let's go ask him , if he wants to come upstairs .
_d5197 		he doesn't wanna ? 
_d5197 		he might wanna . 
_d5197 		he's a what ?
_d5197 		he's a looking+daddy ?
_d5197 		oh . 
_d5197 		I see .
_d5198 		xxx and  , vacation house . 
_d5198 		that's what it was . 
_d5198 		that's a place we visited it was the vacation+house that  and  were staying at and Frankie .
_d5198 		and that was in a different town called Provincetown .
_d5198 		it was like a city , except it was really a town , Provincetown . 
_d5198 		that's where they were having their vacation , in Provincetown . 
_d5198 		did you see a bird ? 
_d5198 		no there's still some seeds there . 
_d5198 		I think there are seeds are all gone in the big feeder in this little feeder right here , there's some seeds , I can see them . 
_d5198 		okay , I think we've gotta get ready to go .
_d5198 		if we're gonna go to town+hall we may be too late already . 
_d5198 		yeah , well , I hope we're gonna go to both , I just forgot that there's something happening at town hall today .
_d5198 		okay . 
_d5198 		yeah . 
_d5198 		you could say I was using a trowel in the garden . 
_d5198 		yeah .
_d5198 		you've been saying I more to mean Naima . 
_d5198 		this week . 
_d5198 		you or I ? 
_d5199 		what other kinds of plants are you watering in the garden ? 
_d5199 		mmmm vegetables , what kind of vegetables ? 
_d5199 		that water is coming out fast . 
_d5199 		who said you've gotta get better fast ? 
_d5199 		he wants to get better fast so he can go to the circus . 
_d5199 		right , he doesn't wanna miss the circus . 
_d5199 		(be)cause the circus is a fun thing to see . 
_d5199 		who is ? 
_d5199 		Grandma Thora is whose friend ? 
_d5199 		she's whose friend ? 
_d5199 		she's his Grandma . 
_d5199 		yeah .
_d5199 		Grandma Thora .
_d5199 		she's also d+w's Grandma , that's right . 
_d5199 		a plant is growing on your toe . 
_d5199 		great . 
_d5199 		a seedling is growing on your leg . 
_d5199 		or kale seedling ? 
_d5199 		oh , what's growing on your chest there ? 
_d5199 		beets are growing on your chest ? 
_d5199 		mmmm , that looks like it feels good . 
_d5199 		oh .
_d5199 		I caught that . 
_d5199 		oh is she taking a shower ? 
_d5199 		the watering+can shower ? 
_d5200 		what am I doing ? 
_d5200 		in a cup ? 
_d5200 		she has a red dress . 
_d5200 		are you thinking about that song about the red dress ? 
_d5200 		how does that go ? 
_d5200 		Sally , Sally get your red dress , red dress , red dress . 
_d5200 		something like that ? 
_d5200 		Sally get your red dress . 
_d5200 		all day long . 
_d5200 		where'd you get your butter from , butter from , butter from ? 
_d5200 		where'd you get your butter from all day long ? 
_d5200 		got it from the +...
_d5200 		she planted something . 
_d5200 		did she use a trowel ? 
_d5200 		what tools did she use ? 
_d5200 		uh huh . 
_d5200 		is she gonna plant her lemon+balm ? 
_d5200 		is she gonna make a tee+pee for her tomatoes ? 
_d5201 		that's in the song too . 
_d5201 		where'd you get your shoes from , shoes from , shoes from ? 
_d5201 		got (th)em from the grocery , grocery , grocery . 
_d5201 		got (th)em from the grocery all day long . 
_d5201 		Sally wore a red dress , red dress , red dress . 
_d5201 		oh that's a good line . 
_d5201 		Sally was a red bird . 
_d5201 		Sally was a red bird , red bird , red bird . 
_d5201 		we can make up lots_of words to that song . 
_d5201 		what else ? 
_d5201 		Naima took her bath today , bath today , bath today . 
_d5201 		Naima took her bath today all night long . 
_d5201 		Liza .
_d5202 		oh , you're dunking her . 
_d5202 		Oh , I'm glad you're having a nice time . 
_d5202 		a nice soothing bath ? 
_d5202 		what do you think ? 
_d5202 		want me to blow bubbles , okay . 
_d5202 		lemme [: let me] see if there is some left . 
_d5202 		I don't know if there are some , but I'll look . 
_d5202 		yeah ?
_d5202 		lemme [: let me] check . 
_d5202 		any bubbles in here ?
_d5202 		whoops , not that one . 
_d5202 		there's one , there's one .
_d5202 		and it's coming right to ya [: you] . 
_d5202 		(be)cause this +...
_d5202 		bubble solution has been watered down . 
_d5202 		this is really bubble+bath and it's gotten some water in the jar , so . 
_d5202 		we may not blow very many bubbles . 
_d5202 		(be)cause it's been watered down . 
_d5202 		there's one . 
_d5202 		oh it went behind you . 
_d5202 		it was running away from you . 
_d5202 		it didn't wanna be caught , yeah . 
_d5202 		it caught you . 
_d5203 		I don't remember what happened to make me say that . 
_d5203 		that bubble caught you again .
_d5203 		yes .
_d5203 		the bubbles have been watered down . 
_d5203 		that means some water has gotten into the bottle . 
_d5203 		looks like Daddy maybe put some water in there . 
_d5203 		and then I +...
_d5203 		I put some in just now too . 
_d5203 		oh . 
_d5203 		here it comes . 
_d5203 		oh , that one went away quickly . 
_d5203 		the last bubble .
_d5203 		I think we're going to need to do some actual washing here Naima . 
_d5203 		of you . 
_d5203 		all+right , I guess we better pause this . 
_d5203 		this .
_d5203 		just wanna close it , okay . 
_d5203 		let's read it again . 
_d5203 		xxx   . 
_d5203 		yeah . 
_d5203 		is Maisey in the boat ? 
_d5203 		oh , there's a boat and a bird . 
_d5203 		where ?
_d5203 		oh , is that a lawn+mower noise ? 
_d5203 		let's listen .
_d5203 		I don't hear it . 
_d5203 		how do you know it's not an air+plane ? 
_d5203 		oh .
_d5203 		maybe it's an air+plane . 
_d5203 		it's Maisey , how do you spell Maisey ? 
_d5203 		where's she going ? 
_d5203 		oh , what's down the hill ? 
_d5203 		what's she gonna do down the hill ? 
_d5203 		she's gonna do what ? 
_d5203 		she's gonna poop at the play+ground ? 
_d5203 		she's gonna go see some poop at the play+ground . 
_d5203 		you mean bird+poop ? 
_d5203 		oh . 
_d5203 		and what color will the bird+poop be ? 
_d5203 		brown and ? 
_d5203 		white . 
_d5203 		how come there's bird+poop at the play+ground ? 
_d5203 		why ? 
_d5203 		oh . 
_d5203 		oh you mean birds just poop when they fly ? 
_d5203 		I guess they do . 
_d5203 		they don't have_to sit on the potty do they ? 
_d5203 		a bird potty ? 
_d5203 		I've never seen a bird potty . 
_d5203 		a bird potty for birds , that's a good idea but I've never seen one . 
_d5203 		I think they just poop while they fly . 
_d5203 		what a great idea Naima . 
_d5203 		a bird pot , but there isn't any . 
_d5203 		I've never seen one , I think the birds just poop wherever they are . 
_d5203 		(be)cause people just are different . 
_d5203 		oh , people just be birds ? 
_d5203 		oh . 
_d5203 		what kind of bird are you ? 
_d5203 		you're an eagle ,  . 
_d5203 		you're a very strong bird , I see that . 
_d5203 		oh , you're rolling like a rolling pin . 
_d5203 		oh , what are you making ? 
_d5203 		it's making noise ? 
_d5203 		oh yeah it is . 
_d5203 		wanna hold Daddy's hand ? 
_d5203 		oh . 
_d5203 		that's good . 
_d5203 		oh . 
_d5203 		oh , are you gonna make something with flour ? 
_d5203 		are you gonna bake something ? 
_d5203 		oh . 
_d5203 		you're rolling the cookie dough , that's good . 
_d5203 		and what kind of cookies do you wanna make ? 
_d5203 		oat+meal cookies . 
_d5203 		are you gonna put some raisins in them ? 
_d5203 		are you gonna put some walnuts in them ? 
_d5203 		what else ? 
_d5203 		well that's plenty , I guess . 
_d5203 		flour , good . 
_d5203 		I think they'll be delicious . 
_d5203 		I will . 
_d5203 		um , am I gonna eat it ? 
_d5203 		okay . 
_d5203 		and how (a)bout you , will you eat it ? 
_d5203 		oh . 
_d5203 		Mommy will eat it too ? 
_d5203 		what is Maisey doing ? 
_d5203 		where's she going ? 
_d5203 		somebody ? 
_d5203 		who ? 
_d5203 		oh , what things bite at the play+ground ? 
_d5203 		oh , do things come out of the wood+chips and bite ? 
_d5203 		have you ever been bitten by something out of the wood+chips ? 
_d5203 		what comes out of a wood+chip to bite ? 
_d5203 		I've never had a bite from something out of the wood+chips . 
_d5203 		but I know what does bite ! 
_d5203 		mosquitos . 
_d5203 		I dunno [: don't know] which ones . 
_d5203 		bugs , I suppose bugs could bite . 
_d5203 		sometimes +...
_d5203 		flies could bite , spiders could bite . 
_d5203 		then you get little itchy , itchy little boo+boos you have_to scratch them (be)cause there so itchy . 
_d5203 		I hate that . 
_d5203 		I don't like that . 
_d5203 		what's Naima doing ? 
_d5203 		don't land on Daddy . 
_d5203 		don't try to land on Daddy . 
_d5203 		what are you trying to do ? 
_d5203 		oh are they ? 
_d5203 		so it's time to eat them now . 
_d5203 		do you wanna let them cool down a little bit ? 
_d5203 		oh , the raisins yeah . 
_d5203 		you're gonna let the raisins cool down a little bit ? 
_d5203 		that's a good idea . 
_d5203 		on the paper sheets just like Mommy . 
_d5203 		boy , you're gonna be baking cookies soon I think . 
_d5203 		putting them in the +...
_d5204 		smells like a daddy ? 
_d5204 		you mean Daddy smells a special smell . 
_d5204 		oh , you mean me ? 
_d5204 		talking about me , Naima ? 
_d5204 		you are touching Daddy in different places . 
_d5204 		where are you touching me ? 
_d5204 		where are you touching me ? 
_d5204 		yeah , and where else ? 
_d5204 		beard . 
_d5204 		that sounds like an air+plane . 
_d5204 		what does it sound like ? 
_d5204 		it's not a car . 
_d5204 		I think you know it's not a car . 
_d5204 		no , it's not a car . 
_d5204 		no , it's not a car . 
_d5204 		it is not a car . 
_d5204 		no , it's a bicycle . 
_d5204 		no , it's a +... 
_d5204 		it's a +... 
_d5204 		car . 
_d5204 		it's a truck . 
_d5204 		it's a +...
_d5204 		it's a wagon . 
_d5204 		it's not a mom ! 
_d5204 		oh , it's a mommy pushing a wagon . 
_d5204 		oh , that's an interesting idea . 
_d5204 		oh , there's a   pushing it down the hill to get news+papers . 
_d5204 		I see . 
_d5204 		how many news+papers will there be down there ? 
_d5204 		with the Daddy ? 
_d5204 		are you talking about Naima and Daddy ? 
_d5204 		you are being with daddy . 
_d5204 		and I'm very , very happy to be with you my boo . 
_d5204 		I'm happy to be with you , my boo . 
_d5204 		you're lying down . 
_d5204 		smells like a daddy ? 
_d5204 		what kind of smell is that , I wonder . 
_d5204 		nika nika naddy . 
_d5205 		I don't know . 
_d5205 		Daddy wants to put the microphone on you there .
_d5205 		you can look at the book , I just wanna put the microphone on . 
_d5205 		okay , what's the book say ? 
_d5205 		let's start from the beginning . 
_d5205 		no Naima doesn't ? 
_d5205 		doesn't what ? 
_d5205 		Naima doesn't what ? 
_d5205 		oh .
_d5205 		where do you wanna start from ? 
_d5205 		is Maisey in the closet ? 
_d5205 		oops , not here . 
_d5205 		who's that ? 
_d5205 		Talulah Chicken . 
_d5205 		is Maisey in the tree ? 
_d5205 		that's Maisey . 
_d5205 		blue+bird blue+bird fly through my window , blue+bird blue+bird fly through my window . 
_d5205 		blue+bird blue+bird fly through my window . 
_d5205 		buy molasses candy . 
_d5205 		what are you doing to the microphone ? 
_d5205 		you took off the whatever that's called +... 
_d5205 		I think it's called a baffle , I don't know what it's called . 
_d5205 		it generally kills the wind . 
_d5205 		here , here , here boo+boo . 
_d5205 		Naima girl . 
_d5205 		you baby+o . 
_d5205 		Naima . 
_d5205 		what are you doing ? 
_d5205 		you baby+o . 
_d5205 		we like to keep our microphone properly +... 
_d5205 		we wanna listen to Naima's voice on the +... 
_d5205 		on the recorder . 
_d5205 		on the radio . 
_d5205 		no , not on the radio . 
_d5205 		radi+do ? 
_d5205 		I've never heard of a radi+do . 
_d5205 		oh my God , a radi+do . 
_d5205 		do you wanna listen to the radi+do ? 
_d5205 		I don't think we have a radi+do . 
_d5205 		oh the radio . 
_d5205 		oh the radio . 
_d5205 		I thought you said radi+do . 
_d5205 		radi+do . 
_d5205 		radio . 
_d5205 		radi+do . 
_d5205 		oh , Miss +...
_d5205 		why are you trying to run away from the Mommy ? 
_d5205 		you're being with Dadda Daddy . 
_d5205 		Daddy's happy to be with you . 
_d5205 		that's a micro+phone . 
_d5205 		it's Naima's micro+phone . 
_d5205 		and you're playing with it . 
_d5205 		it's better not to play with the micro+phone . 
_d5205 		what are you doing with the micro+phone ? 
_d5205 		oh Naima . 
_d5205 		you are being naughty . 
_d5205 		that's being naughty . 
_d5205 		there's no such thing as a radi+do . 
_d5205 		a radi+do at the store . 
_d5205 		they're gonna say , there's no such thing as a radi+do , I've never heard of a radi+do . 
_d5205 		they are ? 
_d5205 		they are gonna say that , I agree . 
_d5205 		oh , you're gonna go through  +... 
_d5205 		you're gonna go through that opening ? 
_d5205 		you're gonna go through that opening my boo ? 
_d5205 		yeah , well that's not allowed anymore . 
_d5205 		that's just not allowed anymore . 
_d5205 		it is naughty , you are being naughty . 
_d5205 		you want mommy+mommy ? 
_d5205 		I don't know where she is . 
_d5205 		you're going around and around ? 
_d5205 		you're going through that opening . 
_d5205 		I can't believe it you're going through that opening . 
_d5205 		again and again and again and again . 
_d5205 		and again and again and again . 
_d5205 		is Mommy gonna find you ? 
_d5205 		you're going through that opening again ? 
_d5205 		and again . 
_d5205 		and again . 
_d5205 		well , it's okay if you hold that . 
_d5205 		but you should +...
_d5205 		but you should also keep the mark +... 
_d5205 		yeah ? 
_d5205 		umm , I'm making myself a salad sandwich +... 
_d5205 		yup [: yes] . 
_d5205 		would you like a +... 
_d5205 		please leave it there Boo . 
_d5205 		would I like what ? 
_d5205 		not egg+salad  +... 
_d5205 		I don't think it's gonna work +... 
_d5205 		it's not gonna work , she's been playing around with it . 
_d5205 		uh , Miss naughty+baby . 
_d5205 		you're being a naughty toddler . 
_d5205 		I would love to do that . 
_d5205 		yeah , let us know . 
_d5205 		I like the idea of sort of doing repeated things with her . 
_d5205 		that's good .
_d5205 		like so that she would start to remember . 
_d5205 		uh+huh . 
_d5205 		yeah . 
_d5205 		you know +...
_d5205 		yeah . 
_d5205 		so she can get balls so that she can start to +... 
_d5205 		to stop going , yeah . 
_d5205 		xxx .
_d5205 		you're gonna go up this way ? 
_d5205 		well yeah sure , I mean +...
_d5205 		those are a few things she would enjoy doing anyway . 
_d5205 		yeah .
_d5205 		so you know +... 
_d5205 		well actually I would , I mean I certainly +... 
_d5205 		yes , so why not ? 
_d5205 		into that .
_d5205 		yeah , yeah . 
_d5205 		can we go for a walk now ? 
_d5205 		yeah , makes sense .
_d5205 		yes , let's do that . 
_d5205 		and how are we transporting her do you think ?
_d5205 		we'll go in the car , we're gonna +... 
_d5205 		on the beach ? 
_d5205 		let's go because we could do a +... 
