_d4491 		oh there's that siren noise . 
_d4552 		gog .
_d4552 		xxx .
_d4552 		grog .
_d4552 		oh , grog's [: grog is] a good word .
_d4552 		xxx yes .
_d4552 		wouldja [: would you] like to try some of this very special tofu ? 
_d4552 		tofu rectangles . 
_d4552 		tofu rectangles . 
_d4552 		xxx .
_d4552 		I'm sure I could if I had to . 
_d4552 		xxx .
_d4552 		yummy . 
_d4552 		you don't like that so much ? 
_d4552 		okay . 
_d4552 		do you wanna have some almond butter on your cracker ? 
_d4552 		you could have almond butter on your cracker .
_d4552 		xxx .
_d4552 		that's a rectangular +...
_d4552 		tofu . 
_d4552 		is that kale ? 
_d4552 		mmmm .
_d4552 		cold kale . 
_d4552 		looks like broccoli , doesn't it ? 
_d4552 		little bit . 
_d4552 		same color . 
_d4552 		yeah . 
_d4552 		yes , green . 
_d4552 		green .
_d4552 		mister paint [?] pig . 
_d4552 		yes .
_d4552 		he doesn't have_to paint the oranges ! 
_d4552 		they're already orange !
_d4552 		they're already orange .
_d4552 		oh yes , the oranges in that book are falling out of mother cat's cart . 
_d4552 		xxx . 
_d4552 		uh+oh , falling out from mother cat's cart .
_d4552 		he doesn't have_to paint those . 
_d4552 		I don't think so . 
_d4552 		I can't stand how dark it is +...
_d4552 		you ate them at somebody's house ,  house .
_d4553 		crackers , special crackers . 
_d4553 		can I have a piece of your cracker ? 
_d4553 		can I have a piece ? 
_d4553 		Grandma have [?] a piece . 
_d4553 		mmmm . 
_d4553 		very good . 
_d4553 		those are rye crackers . 
_d4553 		they're called rye crisp . 
_d4553 		yes , I'm gonna grate something , you see the grater ? 
_d4553 		I am gonna grate something . 
_d4553 		yeah . 
_d4553 		you know what that's used for , huh ? 
_d4553 		you want any more of this ? 
_d4553 		rectangles . 
_d4554 		put it back ? 
_d4554 		you can just leave it there if you don't wanna eat it . 
_d4554 		just leave it right there , it's okay . 
_d4554 		oh yes , Mommy's grating cheese . 
_d4554 		you wanna eat some ? 
_d4554 		what kind of cheese is it ? 
_d4554 		uh , actually I'm not sure if this is +...
_d4554 		I think it's regianno . 
_d4554 		yeah . 
_d4554 		okay . 
_d4554 		this should be ready very shortly . 
_d4554 		tentagon . 
_d4554 		mmmm+hmmm , I'm gonna glue them . 
_d4554 		I'm gonna glue those socks right on so they don't fall off . 
_d4554 		okay , that's done .
_d4554 		xxx .
_d4555 		all+right . 
_d4555 		um +... 
_d4555 		a combination song ? 
_d4555 		hmmm .
_d4555 		I wonder what that is . 
_d4555 		who sings it ? 
_d4555 		I sing it ? 
_d4555 		combination song ,  . 
_d4555 		xxx .
_d4555 		huh . 
_d4555 		really not , I'm really not s(ure) +//.
_d4555 		devasion song , I'm really not sure what that's +//.
_d4555 		what you're referring to there .
_d4555 		yeah .
_d4556 		Mommy's making it . 
_d4556 		I'm gonna +...
_d4556 		I'm getting it out of the pan .
_d4556 		she's gotta drain the pasta . 
_d4556 		drain the water from the pasta . 
_d4556 		which is no easy feat . 
_d4556 		mmmm . 
_d4556 		it's hot water . 
_d4556 		yeah , I'm gonna get you some . 
_d4556 		xxx .
_d4556 		I'm gonna glue your socks on . 
_d4556 		so they stay on your feet . 
_d4556 		some warm pasta . 
_d4556 		oh .
_d4556 		and then I'll put some +... 
_d4556 		squirrels , squirrels +...
_d4556 		squirrels ,  , are those squirrels ? 
_d4556 		no: . 
_d4556 		xxx . 
_d4556 		they're squigglies . 
_d4556 		or spirals , what are they officially called ? 
_d4556 		I think spirals is right . 
_d4556 		spirals . 
_d4556 		yeah , Mommy had to drain the water . 
_d4556 		xxx .
_d4556 		xxx house ?
_d4557 		somebody's house . 
_d4557 		that somebody was  ? 
_d4557 		xxx house .
_d4557 		I guess I should call  to see if he's imminently coming or not . 
_d4557 		kitty cat ?
_d4557 		does she have a kitty cat ? 
_d4557 		she has three . 
_d4557 		three ! 
_d4557 		what are their names ? 
_d4557 		do you know what her cat's names are ? 
_d4557 		the one you saw was called Idaho . 
_d4557 		Idaho  . 
_d4557 		Idaho . 
_d4557 		was she sleeping ?
_d4557 		hi  . 
_d4557 		I thought I'd +... 
_d4557 		okay .
_d4557 		what was the other one ?
_d4557 		okay . 
_d4557 		good . 
_d4557 		what was the other one called ? 
_d4557 		okay good , bye bye .
_d4557 		not bad , we're just starting supper , so you can have supper . 
_d4557 		yup [: yes] .
_d4557 		Idaho .
_d4557 		Wilbur is  cat . 
_d4557 		oh: . 
_d4557 		xxx I'm just waiting for this to cool down .
_d4557 		you could eat this with a fork I think , when it's cooled down . 
_d4557 		Daddy's on +//.
_d4557 		Daddy said he's coming home any minute now . 
_d4557 		I talked to him , he was in his car . 
_d4557 		yeah , I had to drain the pasta . 
_d4557 		drain the water out of it . 
_d4557 		yes , we have_to use kleenex . 
_d4557 		let's see if +//.
_d4557 		lemme [: let me] see how hot this is .
_d4557 		it's warm , it's not too hot . 
_d4557 		you can have some . 
_d4557 		you can feed yourself , here's the fork .
_d4557 		and it's got tomato sauce on it . 
_d4557 		isn't that great ? 
_d4557 		uh +...
_d4558 		maybe we could clear off a corner of the table . 
_d4558 		xxx .
_d4558 		well , I have_to sort through all this stuff , I mean +...
_d4558 		I can just +... 
_d4558 		that should be +...
_d4558 		good enough for tonight at least . 
_d4558 		there . 
_d4559 		tentagon . 
_d4559 		uh , Mom ? 
_d4559 		yeah ? 
_d4559 		would you like pasta with tomato sauce , or with like , olive oil and olives , and cheese ? 
_d4559 		I'll have whatever you're having . 
_d4559 		well  will probably have +...
_d4559 		not without tomato sauce , so +... 
_d4559 		I'll have it any way you want . 
_d4559 		all+right . 
_d4559 		and is it delicious ? 
_d4559 		you haven't said delicious_a in a long time . 
_d4559 		you used to say that when you were little . 
_d4559 		is she really gonna glue your socks on your feet ? 
_d4559 		Grandma's gonna do that ,  , that's good , that's a good idea , I like that idea . 
_d4559 		hmmm , maybe they would stay on that way . 
_d4559 		sometimes I'd like to glue your bib on . 
_d4559 		yep [: yes] . 
_d4559 		what's Naima doing is right . 
_d4559 		eating pasta ? 
_d4559 		eating delicious_a pasta ? 
_d4559 		so +... 
_d4559 		let's see here , what am I doing ? 
_d4559 		what's Mommy doing ? 
_d4559 		xxx . 
_d4559 		oh my gosh .
_d4559 		oh my gosh . 
_d4559 		your toes keep nice and warm . 
_d4559 		tentagon . 
_d4559 		yeah Kleenex , you poor baby , you got a runny nose . 
_d4560 		what happened ? 
_d4560 		xxx .
_d4560 		where'd [: where did] the pentagon go ? 
_d4560 		here's some more pasta here . 
_d4560 		yes , we'll play more games , definitely . 
_d4560 		xxx yeah .
_d4560 		tentagon ? 
_d4560 		that's our new word .
_d4560 		are those your spirals ? 
_d4560 		spiral spaghetti ? 
_d4560 		the spaghetti pasta . 
_d4560 		spiral .
_d4560 		really ? 
_d4560 		you are gonna eat it , okay . 
_d4560 		okay , so +... 
_d4560 		would you like any of this ,  , tofu , it's lemon garlic smoked tofu . 
_d4560 		xxx I'll try a little piece .
_d4560 		okay . 
_d4560 		oh , I like smoked anything .
_d4560 		oh yeah . 
_d4560 		xxx .
_d4560 		kay [: okay] . 
_d4560 		oops . 
_d4560 		um +... 
_d4560 		could you +...
_d4560 		are you all done ? 
_d4560 		uh , I ,  +... 
_d4560 		or do you want more ? 
_d4560 		I wanna give her more stuff , but she could get the stuff taken away if she's really done . 
_d4560 		would you like some spinach ? 
_d4560 		okay , what ? 
_d4560 		you want wash your hands ? 
_d4560 		okay let's wash your hands , there you are  . 
_d4560 		and your face +...
_d4560 		you can use a paper towel for +... 
_d4560 		xxx  .
_d4560 		I'm gonna wash your face , I'm gonna wash your face and hands . 
_d4560 		xxx . 
_d4560 		xxx .
_d4560 		you know what I'm gonna give you after you finish washing your face ? 
_d4560 		I'm gonna give you something delicious . 
_d4560 		ooh .
_d4560 		don't forget to dry your hands , that's true . 
_d4560 		we can't forget that . 
_d4560 		o:h , I see what Mommy has for you . 
_d4560 		Mommy has a snack . 
_d4560 		a great snack that Naima loves . 
_d4560 		yes she does . 
_d4560 		you don't like grapes ?
_d4560 		I think you do like grapes . 
_d4560 		xxx . 
_d4560 		xxx .
_d4560 		you like grapes .
_d4560 		there you go .
_d4560 		I think I'm gonna need some time to do the kitchen later tonight . 
_d4560 		obviously . 
_d4560 		xxx . 
_d4560 		xxx grapes . 
_d4560 		oh , here's somebody . 
_d4560 		hi . 
_d4560 		hello: . 
_d4560 		hello: . 
_d4560 		how's everybody ?
_d4560 		okay . 
_d4560 		how are you ? 
_d4560 		are we recording ?
_d4560 		yes we are . 
_d4560 		did you find the battery or are you just working the plug+in ? 
_d4560 		I found the battery .
_d4560 		where ?
_d4560 		it was in the car . 
_d4560 		oh .
_d4560 		say hi to Dad . 
_d4560 		Daddy_a is what I meant .
_d4560 		xxx .
_d4560 		Dad_a . 
_d4560 		ba:be . 
_d4560 		ba:be . 
_d4560 		ba:be . 
_d4560 		ba:be . 
_d4560 		ba(by) ba(by) ba(by) ba(by) (ba)by (ba)by (ba)by (ba)by (ba)by . 
_d4560 		how're [: how are] the grapes ? 
_d4560 		does Naima like the grapes ? 
_d4560 		bubaloo ? 
_d4560 		xxx , do you want tomato sauce on your pasta , or not ? 
_d4560 		yeah . 
_d4560 		I'm going to mix it in like that . 
_d4560 		do you +...
_d4560 		or just the juice , you're just squeezing the juice out of the grapes . 
_d4560 		you're just squeezing the juice out of the grapes . 
_d4560 		you're not eating them . 
_d4560 		rosy cheeks . 
_d4560 		you're a rosy cheek girl . 
_d4560 		mmmm .
_d4560 		mmmm . 
_d4560 		okay , I'm serving up the adults . 
_d4560 		so , anyone who +...
_d4560 		thinks he or she is an adult can take this . 
_d4560 		that's a huge portion . 
_d4560 		xxx it's not that huge . 
_d4560 		and we cleared off some of the table in there so we'll be able to eat a little bit in there . 
_d4560 		oh good .
_d4560 		do you wanna serve your own then , Mom  okay . 
_d4560 		is there tomato sauce ?
_d4560 		yes , I mixed it into a large amount of pasta , that's not a lot of tomato sauce , that's a small amount . 
_d4560 		oh I see okay , okay .
_d4560 		okay , I'll get you some more . 
_d4560 		what's that boo boo ?
_d4560 		you put them all on your shirt , it looks like .
_d4560 		that's grapes . 
_d4560 		xxx need a fork . 
_d4560 		yup [: yes] , right over here +... 
_d4560 		and I will bring in the sweet potato . 
_d4560 		okay .
_d4560 		xxx .
_d4560 		cat in the hat ? 
_d4560 		Grandma had a picture of the cat in the hat +//.
_d4560 		who would like  , water , juice , beer , whatever , I can bring it in . 
_d4560 		some juice .
_d4560 		you sound sick , Daddy has a cold I think . 
_d4560 		Daddy has a cold , all+right . 
_d4560 		Mom , there's cheese here too . 
_d4560 		oh , yeah . 
_d4560 		here , I'll just put it on the table . 
_d4560 		okay .
_d4560 		thanks . 
_d4560 		uh no , just +... 
_d4560 		that little bit in the throat , just enough to annoy and distress , but not enough to +... 
_d4560 		disable you . 
_d4560 		so you could really relax . 
_d4560 		disable , that's right .
_d4560 		Naima , did you eat anything else ? 
_d4560 		yes .
_d4560 		tell Daddy what you had for supper . 
_d4560 		what did you eat ? 
_d4560 		oh , an opened  . 
_d4560 		xxx  . 
_d4560 		mmmm .
_d4560 		what did you eat ? 
_d4560 		did you eat anything else ? 
_d4560 		just grapes ?
_d4560 		Mom , do you want something to drink ?
_d4560 		um , yeah if there's some juice , or +... 
_d4560 		yup [: yes] , there's juice . 
_d4560 		what did you eat Naima , anything else ? 
_d4560 		something else , what else ? 
_d4560 		xxx  . 
_d4560 		what ?
_d4560 		you don't remember ? 
_d4560 		oh: .
_d4560 		xxx .
_d4560 		xxx on [?] .
_d4560 		did you eat pasta ? 
_d4560 		no ? 
_d4560 		yes you did . 
_d4560 		what was it ? 
_d4560 		oh , and there's sweet potato too . 
_d4560 		xxx .
_d4560 		xxx miss musical girl . 
_d4560 		she's really been doing that a lot , that  . 
_d4560 		xxx .
_d4560 		it's a kind of sing song . 
_d4560 		xxx and I'm just beginning . 
_d4560 		oh  .
_d4560 		it's your doing ? 
_d4560 		well +... 
_d4560 		yes , it is her doing . 
_d4560 		well thank you . 
_d4560 		you know +... 
_d4560 		I'm tempted to put the d+v+d in the  . 
_d4560 		six fifty . 
_d4560 		right now ?
_d4560 		with the baby ? 
_d4560 		mmmm +...
_d4560 		you got a grape in your nose or is that just your cold ? 
_d4560 		let's get a +... 
_d4560 		tissue . 
_d4560 		let's get a tissue +...
_d4560 		there never seems to be any where she actually is . 
_d4560 		yeah  . 
_d4560 		she needs to like , have it strapped to her . 
_d4560 		well , like her socks , we're gonna glue the kleenex next to  +//.
_d4560 		yes .
_d4560 		would you like some sweet potato ?
_d4560 		want some more ? 
_d4560 		yeah , I'll have  .
_d4560 		xxx , sweet potato ? 
_d4560 		uh , one piece . 
_d4560 		these are grapes_a .
_d4560 		talking about grapes_a . 
_d4560 		talking about grapes_a ? 
_d4560 		that was a joke we had .
_d4560 		grapes_a ! 
_d4560 		grapes_a !
_d4560 		ha    . 
_d4560 		blow your nose , go  .
_d4560 		mmmm .
_d4560 		xxx . 
_d4560 		whatcha [: what are you] doin [: doing] ?
_d4560 		you're singing a lot today . 
_d4560 		you don't like it ? 
_d4560 		sweet potato . 
_d4560 		that's sweet potato , that's a different kind you , you eat the baby food kind , that's the real thing . 
_d4560 		yeah .
_d4560 		this is the good kind . 
_d4560 		that's the real deal .
_d4560 		xxx . 
_d4560 		you wanna have some more of this ? 
_d4560 		want grapes ? 
_d4560 		try a little bit of this . 
_d4560 		no ? 
_d4560 		a little bit of grapes , okay . 
_d4560 		I'll put this away , you don't have_to eat it . 
_d4560 		okay .
_d4560 		Grandma's friend is cat in the hat for Halloween , you saw those pictures didn't you ? 
_d4560 		you know that friend's name , it sounds like you know her name . 
_d4560 		did you know that friend's name , (be)cause I don't know that friend's name . 
_d4560 		I'm not sure . 
_d4560 		Grandma showed you the pictures ? 
_d4560 		Grandma  showed you the pictures of her friend dressed up like the cat in the hat ? 
_d4560 		she did . 
_d4560 		is that her name , Susie ? 
_d4560 		is that the friend's name ? 
_d4560 		Judy , yes I think it is Judy . 
_d4560 		Judy is her  . 
_d4560 		Judy her .
_d4560 		mmmm . 
_d4560 		she is Judy .
_d4560 		cat in the hat . 
_d4560 		she is the cat in the hat . 
_d4560 		Mom , is your friend's name Judy , who dressed +//.
_d4560 		yup [: yes] .
_d4560 		oh , Naima told me that . 
_d4560 		xxx .
_d4561 		she was the cat in the hat for +... 
_d4561 		for what holiday ?
_d4561 		for Halloween ? 
_d4561 		trick or treat . 
_d4561 		what do you know about trick or treat ? 
_d4561 		is Naima getting any treats ? 
_d4561 		well , yes , sort of . 
_d4561 		sort of .
_d4561 		oops  . 
_d4561 		okay , I guess we're gonna end this session now . 
_d4561 		yeah , Naima knows about mowing . 
_d4561 		really ? 
_d4561 		do they mow your grass ? 
_d4561 		does somebody come to your house and mow your grass ? 
_d4561 		we have seen someone who has mowed the grass . 
_d4561 		at the old house . 
_d4561 		not at this house , if you might notice , the grass is not actually mowed here . 
_d4561 		xxx .
_d4561 		I'm putting the microphone on the bib . 
_d4561 		xxx wait before you eat ? 
_d4561 		yeah ,  .
_d4561 		you need to keep the bib on because you're eating your breakfast , sweetiepie . 
_d4561 		shall we eat some more at the same time ?
_d4561 		oh , do you want Grandma to eat with you ? 
_d4561 		you want Grandma ?
_d4561 		Grandma is eating with you . 
_d4561 		Grandma , can Grandma have a piece ?
_d4561 		Mommy's gonna eat too , Mommy's gonna get the chair out . 
_d4561 		xxx what are you eating , Naima ? 
_d4561 		that's what you asked for , isn't it ? 
_d4561 		I'm sweeping up some crumbs that were on the floor . 
_d4561 		what do you have on your kamut ? 
_d4561 		what do you have on your kamut ? 
_d4561 		apple butter and almond butter , that's a good combination . 
_d4561 		I don't know what song +...
_d4561 		I don't know what song has the word combination in it . 
_d4561 		it's probably something like you and me are a good combination . 
_d4561 		but I don't know what song you mean . 
_d4561 		find out ? 
_d4561 		it's gonna be difficult to find out . 
_d4561 		we , we +//.
_d4561 		nobody in the house can think of what it is .
_d4561 		the tractor was mowing the grass . 
_d4561 		the man was sitting on the tractor . 
_d4561 		yeah , mowing the grass . 
_d4561 		Naima , do you want some soy milk ?
_d4561 		Mommy's gonna get you some soy milk to drink . 
_d4561 		mmmm+hmmm , to drink . 
_d4561 		let's see +...
_d4561 		that's right , dogs eat dog food . 
_d4561 		what do cats eat ? 
_d4561 		cat food , what do horses eat ? 
_d4561 		xxx .
_d4561 		what do horses eat ? 
_d4561 		grass . 
_d4561 		mmmm .
_d4561 		and when they're babies , what do they drink ? 
_d4561 		what do they drink when they are babies ?
_d4561 		do you know ? 
_d4561 		do you remember ? 
_d4561 		what do babies drink ? 
_d4561 		I have no idea . 
_d4561 		he's at his house . 
_d4561 		yes , they drink nursies . 
_d4561 		that's right !
_d4561 		Mommy's milk . 
_d4561 		mmmm , Naima drinks soy milk . 
_d4561 		yum . 
_d4561 		mmmm , looks like there's some good apple butter and almond butter on that piece of kamut . 
_d4561 		Mommy's eating it too .
_d4561 		we're eating the same breakfast . 
_d4561 		the tractor is mowing . 
_d4561 		xxx cutting the grass . 
_d4561 		mowing the grass . 
_d4561 		what do you have ? 
_d4561 		what person ? 
_d4561 		oh , there's a person using a mower ? 
_d4561 		there's a person sitting on a tractor that's mowing the grass . 
_d4561 		mmmm ,  .
_d4561 		xxx called a farmer , maybe . 
_d4561 		farmer . 
_d4561 		mmmm+hmmm .
_d4561 		xxx farmers mowing the grass . 
_d4561 		uh huh . 
_d4561 		would you like some almond butter and +...
_d4561 		apple butter on a cracker ? 
_d4561 		on some bread ? 
_d4561 		on some cracker , good idea . 
_d4561 		we'll find out , we'll find a song with the word combination in it . 
_d4561 		we'll look on our computer . 
_d4561 		you can look , Mom . 
_d4561 		xxx .
_d4561 		you're assigning yourself this project ? 
_d4561 		yes .
_d4561 		okay . 
_d4561 		I know that there is a song .
_d4561 		well , but it's obviously something she would have had to hear .
_d4561 		yeah . 
_d4561 		we'll find out . 
_d4561 		so it has to be something that's in the house that we listened to with her .
_d4561 		there aren't that many things these days , that we +//.
_d4561 		(be)cause most of the cds are packed away . 
_d4561 		xxx .
_d4561 		well , I know where all your cds are , I combined them into one area . 
_d4561 		oh .
_d4561 		well I mean that's +...
_d4561 		but I mean she wouldn't , she'd only be remembering something that she listened to recently .
_d4561 		yeah .
_d4561 		there's some cracker , with almond buttered apple butter on it . 
_d4561 		xxx move these things back here ,  way .
_d4561 		remember that kind of cracker ? 
_d4561 		you had it at  house and you liked it . 
_d4561 		xxx house . 
_d4561 		xxx house . 
_d4561 		xxx house . 
_d4561 		oops .
_d4561 		whose house ? 
_d4561 		xxx and  house . 
_d4561 		xxx was in the house ,  was in the house , and +...
_d4561 		xxx . 
_d4561 		and  cats . 
_d4561 		Yoyo was one of the cats . 
_d4561 		xxx .
_d4561 		and Idaho , that's right . 
_d4561 		xxx .
_d4561 		and the third cat's name was Potato . 
_d4561 		what a funny name for a cat . 
_d4561 		who ? 
_d4561 		Potato ? 
_d4561 		Potato +//.
_d4561 		I don't think we saw Potato , Potato wasn't there that day . 
_d4561 		we didn't see Potato . 
_d4561 		we saw +...
_d4561 		Idaho , who wasn't feeling very well , Idaho's a very old cat . 
_d4561 		and has +//.
_d4561 		takes a lot of medicines . 
_d4561 		and Yoyo came in from the outside . 
_d4561 		just as we were leaving , I think . 
_d4561 		I don't know where Potato went , Potato wasn't there . 
_d4561 		find Potato ? 
_d4561 		she was probably just sleeping upstairs on the bed . 
_d4561 		I have a feeling that's what she was doing . 
_d4561 		sleeping on a bed , probably . 
_d4561 		upstairs . 
_d4561 		oh , did Potato have toys +//.
_d4561 		did  talk to you about Potato's toys ? 
_d4561 		the cats have toys . 
_d4561 		at   house . 
_d4561 		I wanted ,  ?
_d4561 		Idaho ? 
_d4561 		Idaho was sleeping in that little round bed most of the time we were there . 
_d4561 		uh , Idaho didn't go outside . 
_d4561 		but , Yoyo went outside . 
_d4561 		outside to play . 
_d4561 		what ? 
_d4561 		cows today , you wanna see cows ? 
_d4561 		xxx ? 
_d4561 		oh , we did see  that day .
_d4561 		we +//.
_d4561 		you're right ,  was in the house when we first got there . 
_d4561 		no , let's see , when you first got there  was leaving the house . 
_d4561 		you did see  that day , I forgot . 
_d4561 		yeah . 
_d4561 		Daddy's putting music on . 
_d4561 		did you come up and watch any of the movies ? 
_d4561 		no [?] .
_d4561 		Daddy's listening to some music . 
_d4561 		have you already seen it ? 
_d4561 		no . 
_d4561 		Daddy , what's the music called ? 
_d4561 		oh , you want some more fruit . 
_d4561 		okay . 
_d4561 		there's no more frozen pear , but you can have fresh pear . 
_d4561 		Naima wants to know what's the music called . 
_d4561 		this music .
_d4561 		it's called  . 
_d4561 		called  . 
_d4561 		going to a  or something ? 
_d4561 		that was a  . 
_d4561 		oh , all+right .
_d4561 		so what does it mean ?
_d4561 		xxx today I feel like it . 
_d4561 		xxx .
_d4561 		xxx .
_d4561 		uh huh .
_d4561 		tell her again , Daddy . 
_d4561 		what's it called again ? 
_d4561 		ajumelargi +...
_d4561 		cardar . 
_d4561 		ah , a punjabi song .
_d4561 		did you say that just now , a punjabi song ? 
_d4561 		yeah . 
_d4561 		oh . 
_d4561 		cutting your fruit . 
_d4561 		into little bits . 
_d4561 		what did you break ? 
_d4561 		broke the chair to bits +//. 
_d4561 		oh yes . 
_d4561 		yup [: yes] . 
_d4561 		good morning .
_d4561 		good morning . 
_d4561 		did you say good morning to Daddy ? 
_d4561 		snapping his fingers . 
_d4561 		snapping . 
_d4561 		is this from the soundtrack ?
_d4562 		salamanders are mammals ? 
_d4562 		I don't think so .
_d4562 		salamanders are amphibians . 
_d4562 		xxx .
_d4562 		they're like frogs . 
_d4562 		potato frogs ? 
_d4562 		oh you're thinking of tomato frogs , there is a frog called a tomato frog that we saw a picture of . 
_d4562 		oh really ?
_d4562 		but +...
_d4562 		tomato frogs . 
_d4562 		we did see pictures of tomato frogs . 
_d4562 		oh . 
_d4562 		in that book , about amphibians . 
_d4562 		salamanders are not mammals , no . 
_d4562 		they're amphibians , that's right . 
_d4562 		xxx .
_d4562 		xxx .
_d4562 		right , amphibians . 
_d4563 		yes , we saw a picture of tomato frogs in the book about amphibians . 
_d4563 		xxx . 
_d4563 		Naima is a squirrel . 
_d4563 		what ? 
_d4563 		xxx .
_d4563 		xxx .
_d4563 		xxx .
_d4563 		xxx . 
_d4563 		are you a squirrel ? 
_d4563 		they eat acorns . 
_d4563 		yeah . 
_d4563 		no_a . 
_d4563 		no_a .
_d4563 		what other mammals do you know about ? 
_d4563 		what else is a mammal ? 
_d4563 		what else is a mammal ? 
_d4563 		birds are mammals , no . 
_d4563 		cows are mammals . 
_d4563 		any animal that nurses is a mammal . 
_d4563 		so , cows are mammals . 
_d4563 		and +...
_d4563 		sheep are mammals , that's right . 
_d4563 		and +... 
_d4563 		what about horses ? 
_d4563 		horses too . 
_d4563 		horses nurse , they do . 
_d4563 		what ? 
_d4563 		Naima's a mammal . 
_d4563 		I think +//.
_d4563 		didn't she say camels ? 
_d4563 		yes , camels are mammals too .
_d4563 		that one's easy to remember (be)cause it rhymes . 
_d4563 		and +...
_d4563 		what other animals nurse ? 
_d4563 		koalas are mammals . 
_d4563 		koalas are marsupials and they are mammals . 
_d4563 		what about mice ? 
_d4563 		yes , mice are mammals . 
_d4563 		that's right . 
_d4563 		what ? 
_d4563 		dogs are mammals . 
_d4563 		yes , monkeys are mammals . 
_d4563 		right , you're on a roll , girl . 
_d4563 		nose ?
_d4563 		what was the tractor doing ? 
_d4563 		it was mowing the grass .
_d4563 		horse can run ? 
_d4563 		oh , the horses run . 
_d4563 		they run away , they run away (be)cause of the noise from the tractor .
_d4563 		mmmm , they get scared .
_d4563 		they were running . 
_d4563 		mmmm . 
_d4563 		in that book , the tractor was making a big noise . 
_d4563 		it probably made a noise like the mower that was at our house , that +//.
_d4563 		who was driving , who was riding that  , that mower +... 
_d4563 		remember we talked about +//.
_d4563 		I'm trying to remember his name . 
_d4563 		who was riding +//.
_d4563 		Allen . 
_d4563 		remember ? 
_d4563 		you said it . 
_d4563 		Allen rode a mower at the old house when he was mowing the grass . 
_d4563 		the mower has little scissors underneath it to cut the grass . 
_d4563 		and he was riding it around to cut the grass .
_d4563 		that was the mower . 
_d4563 		you remember now ? 
_d4564 		what ? 
_d4564 		more fruit .
_d4564 		how about if we put apple +//.
_d4564 		uh , almond butter on the fruit ? 
_d4564 		it's not , okay . 
_d4564 		all+right , I won't do that . 
_d4564 		let me cut this up for you .
_d4564 		gonna put a little extra almond butter just on the side just to eat  . 
_d4564 		is it cold ? 
_d4564 		does it taste good ? 
_d4564 		yeah . 
_d4564 		yeah . 
_d4564 		tractor made a big noise . 
_d4564 		loud noise . 
_d4564 		animals get scared of things like tractors and cars and trucks , big noises like that . 
_d4564 		animals don't like those kind of noises at all . 
_d4564 		here's some almond butter with apple butter , combination . 
_d4564 		you can eat some if you feel like it . 
_d4564 		mmmm+hmmm . 
_d4564 		they don't like big noises . 
_d4564 		animals don't like big noises . 
_d4564 		hey +... 
_d4564 		you know those numbers , don't you ? 
_d4564 		Daddy's playing some nice music . 
_d4564 		do you wanna try some of this ? 
_d4564 		this has almond butter and apple butter together . 
_d4564 		how much longer do you have_to wait before you can eat ? 
_d4564 		xxx . 
_d4564 		oh , the  affects you +... 
_d4564 		yeah , a half an hour is certainly good enough . 
_d4564 		oh .
_d4564 		what's the music called +//. 
_d4564 		who's singing , his name is very long . 
_d4564 		his name is nustrefata alikan . 
_d4564 		that's a mouthful . 
_d4564 		the tractor does some mowing . 
_d4564 		the tractor makes a noise in that book . 
_d4564 		it probably makes a noise something like this . 
_d4564 		it's called kinasona . 
_d4564 		his name is nustrefata alikan . 
_d4564 		what ? 
_d4564 		you are spitting them out . 
_d4564 		how come ? 
_d4564 		yeah , eat some , that's a good idea . 
_d4564 		because of the skin ? 
_d4564 		probably . 
_d4564 		she doesn't usually get the skin , so +... 
_d4564 		those pears have skin on them . 
_d4564 		peel . 
_d4564 		skin is good too .
_d4565 		tractor +... 
_d4565 		horses don't like the tractor making the noise .
_d4565 		they don't like it . 
_d4565 		cars make big noise too . 
_d4565 		yeah .
_d4565 		what kind of noise does a truck make when it backs up ? 
_d4565 		that's right . 
_d4565 		xxx you are so smart . 
_d4565 		you know that . 
_d4565 		fire engines , do they make a big noise ? 
_d4565 		oh , what kind of noise does a fire engine make ?
_d4565 		very loud noise . 
_d4565 		trapegoid ? 
_d4565 		trapegoid ?
_d4565 		trapezoid is the real word . 
_d4565 		trapemoid ? 
_d4565 		oh my gosh . 
_d4565 		oh+my+goodness .
_d4565 		that's a very silly word .
_d4565 		trapecoid ? 
_d4565 		what does a trapecoid look like ? 
_d4565 		trapemoid ? 
_d4565 		oh my gosh . 
_d4565 		wow .
_d4565 		trapepoid ? 
_d4565 		oh+my+goodness .
_d4565 		trapetoid . 
_d4565 		that's funny .
_d4565 		oh+my+goodness .
_d4565 		trapeboid ? 
_d4565 		trapetoid ? 
_d4565 		trapezoi:d .
_d4565 		trapeod ? 
_d4565 		that doesn't even rhyme . 
_d4565 		trapeod . 
_d4565 		what other shapes are on that puzzle besides the trapezoid , what else ? 
_d4565 		yes .
_d4565 		tentagon ? 
_d4565 		pentagon tentagon . 
_d4565 		you're putting your feet on my leg . 
_d4565 		do you want some of your soy milk ? 
_d4565 		there's cold cereal , hot cereal , there's probably a little bit of toast left although I think it's almost +...
_d4565 		the toast is almost gone , there's this stuff , there's +... 
_d4565 		xxx . 
_d4565 		sunset . 
_d4565 		oh .
_d4565 		somersault . 
_d4565 		you made somersaults yesterday , didn't you ? 
_d4565 		yesterday . 
_d4565 		was that fun ?
_d4565 		you came right in the house yesterday afternoon and you tumbled a somersault right away .
_d4565 		wow . 
_d4565 		yes .
_d4565 		this is nice music , isn't it ? 
_d4565 		it's dancing music . 
