_d4726 		what would you like ? 
_d4817 		Max said Max's sister Ruby it's time for grandma's birthday party . 
_d4817 		you look like you're pressing the the soles of your feet . 
_d4817 		these are the soles of your feet . 
_d4817 		you have cold little feet little girl .
_d4817 		you have cold feet . 
_d4817 		they're getting ready for a birthday party , Max and Ruby . 
_d4817 		you know , you know whose birthday it's gonna be ?
_d4817 		their grandma's birthday . 
_d4817 		Mrs Quack is over: here . 
_d4817 		which one is that ? 
_d4817 		she is . 
_d4817 		two is Curly Shirley . 
_d4817 		three is the Tooth Fairy . 
_d4817 		right there . 
_d4817 		four and five are Mr and Mrs Quack . 
_d4817 		that's Mr Quack . 
_d4817 		six is Pinocchio . 
_d4817 		seven is Walkie Talkie . 
_d4817 		Teddy Bear . 
_d4817 		then there's you , me and grandma . 
_d4817 		but Max did not like any of Ruby's guests . 
_d4817 		mmmm . 
_d4818 		those are his toys . 
_d4818 		those are his friends . 
_d4818 		these are Ruby's friends . 
_d4818 		hmmm . 
_d4818 		what will happen next ? 
_d4818 		no Max said Ruby . 
_d4818 		grandma hates spiders and slugs and space cadets . 
_d4818 		grandma wants to sit between Rapunzel and the Tooth Fairy . 
_d4818 		that's Ruby . 
_d4818 		she's combing Curly Shirley's hair . 
_d4818 		sitting in the chair .
_d4818 		oh dear , he's making a big noise with that space cadet . 
_d4818 		that space cadet is making a big loud noise right at Ruby . 
_d4818 		oh , there's the party table . 
_d4818 		Ruby put all the guests in their chairs . 
_d4818 		one two three four five six seven . 
_d4818 		stuffed guests . 
_d4818 		Max said Ruby . 
_d4818 		what happens next ? 
_d4818 		Max took the crown and wig off Rapunzel and put them on his spider . 
_d4818 		xxx .
_d4818 		what is he doing ?
_d4818 		what's Rapunzel doing ? 
_d4818 		she's sitting in the chair while Max takes off her hair .
_d4818 		oh , brother . 
_d4818 		yes , right there that's his spider with the hair and the crown . 
_d4818 		uh , then Max put Rapunzel in his own seat . 
_d4818 		and the jelly balls +...
_d4818 		Rapunzel .
_d4818 		Rapunzel .
_d4819 		one two three four five six seven eight . 
_d4819 		where is she ? 
_d4819 		she's not here . 
_d4819 		this is this is the can't sit up slug .
_d4819 		ah . 
_d4819 		you wanna look for Curly Shirley ? 
_d4819 		I think that's her right there . 
_d4819 		whadaya [: what do you] think they're going to do at the birthday party ? 
_d4819 		what do people do at birthday parties ? 
_d4819 		do they sing ? 
_d4819 		do people sing at birthday parties ?
_d4819 		what song do they sing at birthday parties ? 
_d4819 		yeah . 
_d4819 		I can have that please . 
_d4819 		who did we sing that to recently ?
_d4819 		yes , we did !
_d4819 		last week we sang that to Daddy .
_d4819 		and Bingo was his name  . 
_d4819 		yes , they were playing that song in the play space , you're right . 
_d4819 		they were playing that song in the play space . 
_d4819 		Naima's [: Naima is] in her little house . 
_d4819 		xxx  there you are . 
_d4819 		was it dark in there ? 
_d4819 		was it kinda [: kind of] dark in there ? 
_d4819 		oh .
_d4819 		there's no light in that cardboard house . 
_d4819 		we don't have a light for that cardboard house . 
_d4819 		you wanna make one ?
_d4819 		what can we make it out of ? 
_d4819 		a carton ? 
_d4819 		a curtain .
_d4819 		oh , we could make a curtain . 
_d4819 		that would be easy to do . 
_d4819 		xxx I have some material that I was gonna use for a curtain for that window . 
_d4819 		but a curtain would make that house darker . 
_d4819 		that is Rapunzel without any hair , I think . 
_d4819 		careful  .
_d4820 		yes , he's taking Rapunzel's hair off . 
_d4820 		and her +..? 
_d4820 		I think he's doing that because Ruby doesn't want his toys to be at the birthday party . 
_d4820 		he's disguising his toys as her toys . 
_d4820 		including Rapunzel !
_d4820 		Rapunzel's [: Rapunzel is] over there . 
_d4820 		Rapunzel , Rapunzel .
_d4820 		Rapunzel , Rapunzel . 
_d4820 		Rapunzel , Rapunzel .
_d4820 		xxx .
_d4820 		knock , knock who's there Mommy ?
_d4820 		knock , knock . 
_d4820 		I see you in there . 
_d4820 		I see you in there . 
_d4820 		it's dark in there . 
_d4820 		here she comes , out of her house ! 
_d4820 		is that mother bear going shopping ? 
_d4820 		let me fix that  +//. 
_d4820 		oh , that's the telephone .
_d4820 		maybe we should get the telephone . 
_d4820 		here put that back on . 
_d4820 		mmmm , dear .
_d4820 		xxx  , dear . 
_d4820 		okay , then make a barn for the lizard now ?
_d4820 		does motorcycle chicken need one , too ?
_d4820 		let me see if I can't fix this  .
_d4820 		you wan'a [: want a] big barn ?
_d4820 		you wanna build a big barn ? 
_d4820 		well , we can try . 
_d4820 		xxx try to build a big one . 
_d4820 		all+right , do we need to build a new barn for the lizard ?
_d4820 		okay , let's take  down these old dilapidated barns . 
_d4820 		and put up nice new barns . 
_d4820 		big ones . 
_d4820 		for the big lizard and motorcycle chicken is kind of big . 
_d4820 		and the dinosaur is the smallest animal . 
_d4820 		come on over here . 
_d4820 		all+right . 
_d4820 		oh . 
_d4820 		here's a big barn for the lizard . 
_d4820 		okay . 
_d4820 		xxx come over here . 
_d4820 		okay , let's make a nice barn for her  .
_d4820 		xxx she's tired is she gonna sleep in her barn ? 
_d4820 		here's a big barn for her , too . 
_d4820 		oh , she's gonna have such a nice sleep in that barn . 
_d4820 		now one for the dinosaur ? 
_d4820 		does the dinosaur need a big one or a little one ?
_d4820 		okay , cause [: because] he's little , isn'e [: isn't he] ? 
_d4820 		he's a little guy .
_d4820 		okay , let's put a top on the a roof on the barn for him . 
_d4820 		oh , you +//. 
_d4820 		I thought we could make a small one like that , is that too small ?
_d4820 		okay , we need a bigger one than that for him ? 
_d4820 		okay .
_d4820 		they can be a a shorter one . 
_d4820 		who's that ? 
_d4820 		hmmm . 
_d4820 		that wants to be a big barn for motorcycle chicken ? 
_d4820 		looks like she's sleeping in there . 
_d4820 		you're making a nice tower . 
_d4820 		whoah .
_d4820 		put it back together ?
_d4820 		let's do that together .
_d4820 		okay , we can fix it .
_d4820 		how are you motorcycle chicken , are you okay ? 
_d4820 		did she hurt herself when that barn fell down ?
_d4820 		oh .
_d4820 		
_d4820 		oh , good job !
_d4820 		you know how to make these barns , don't you ?
_d4821 		mmmm . 
_d4821 		xxx .
_d4821 		we'll just build it again .
_d4821 		yeah .
_d4821 		there's your tower . 
_d4821 		xxx we 
_d4821 		oh , okay . 
_d4821 		it is , look at that .
_d4821 		what a nice barn .
_d4821 		is that motorcycle chicken's barn ?
_d4821 		
_d4821 		it's right there .
_d4822 		good night , dino ! 
_d4822 		what ? 
_d4822 		oh , you making +//.
_d4822 		you mean make more of a roof ?
_d4822 		make a bigger roof ? 
_d4822 		I don't know if we have any more of those   type blocks . 
_d4822 		we can look for them . 
_d4822 		they're in the Godiva bag ? 
_d4822 		xxx  some of those small +//. 
_d4822 		yep [: yes] , those'll [: those will] work .
_d4822 		oh , you found some there .
_d4822 		oh , that's a great roof for the dinosaur . 
_d4822 		it's not gonna rain on him .
_d4822 		he's gonna stay dry .
_d4822 		he's gonna stay dry tonight .
_d4822 		Rapunzel .
_d4822 		Rapunzel . 
_d4822 		she's sitting on the chair . 
_d4822 		what ? 
_d4822 		is that what you're saying , zel ? 
_d4822 		xxx .
_d4822 		Rapunzel . 
_d4822 		what happened ?
_d4822 		did you hit your face ?
_d4822 		come ere [: here] .
_d4822 		that rocking chair ? 
_d4822 		lemme [: let me] kiss n [: and] make it better . 
_d4822 		where does it hurt ? 
_d4822 		xxx on your lip right there ?
_d4822 		oh , dear . 
_d4822 		di'you [: did you] hit it with the rocking chair ?
_d4822 		kiss and make it better . 
_d4822 		xxx  . 
_d4822 		
_d4822 		you wanna read a book ?
_d4823 		xxx . 
_d4823 		wanna sit on my lap ? 
_d4823 		Berlioz the Bear . 
_d4823 		those are hedgehogs there .
_d4824 		they're going shopping for what ? 
_d4824 		milk and yogurt and food ?
_d4824 		mmmm , you think they're going to the store to shop ? 
_d4824 		
_d4824 		there's Berlioz the Bear , he has a musical instrument . 
_d4824 		it's called a double bass .
_d4824 		and he has a very beautiful wagon . 
_d4824 		I don't think I know this one . 
_d4824 		snow is falling , Mommy's calling , time to play: . 
_d4824 		zip , zip , hooray . 
_d4824 		oh , Mommy's taking the little girl out to play in the snow . 
_d4824 		xxx I think she's a girl .
_d4824 		I didn't read all of these .
_d4824 		I remember that one .
_d4824 		snowy morning . 
_d4824 		that little girl has a +..? 
_d4824 		and she's making some  footprints in the snow with her boots . 
_d4824 		xxx . 
_d4824 		stamping , tramping , see me go .
_d4824 		what is what store called ? 
_d4824 		a+c Moore ?
_d4824 		see me go ?
_d4824 		xxx . 
_d4824 		does that remind you of the a+c Moore store ?
_d4824 		stamping , tramping , see me go . 
_d4824 		planting footprints in the s:now: .
_d4824 		snow .
_d4824 		this is the one with the frogs and the dishes . 
_d4824 		what are those frogs doing ? 
_d4824 		frogs are marsupials ? 
_d4824 		koalas are marsupials , yeah .
_d4824 		frogs go ribbit ribbit . 
_d4824 		these frogs are washing dishes in a sink .
_d4824 		do you think they're washing them because they're dirty ?
_d4824 		and I think they're wearing their +...
_d4824 		swimsuits because +...
_d4825 		they're swimming . 
_d4825 		and I see some soap bubbles . 
_d4825 		these are all soap bubbles in this picture .
_d4825 		oh , let's read this one . 
_d4825 		this is the one where Kim +...
_d4825 		is painting a necktie for Daddy to wear . 
_d4825 		Mommy , Mommy brought Kim a necktie +//.
_d4825 		I wonder if it was Daddy's birthday , do you think so ?
_d4825 		maybe it was Daddy's birthday .
_d4825 		Kim fetches paints and a brush .
_d4825 		let's look at that picture . 
_d4825 		that looks like a beautiful picture  book .
_d4825 		wo:w ! 
_d4825 		those bears are playing music and everybody in the village is dancing ! 
_d4825 		those bears are an orchestra .
_d4825 		oh , that is a clarinet . 
_d4825 		that bear is playing a clarinet .
_d4825 		that bear is playing a bass .
_d4825 		that bear is playing a french horn .
_d4825 		that's called a french horn . 
_d4825 		that bear is playing a violin . 
_d4825 		that's a clarinet .
_d4825 		Daddy has a clarinet . 
_d4825 		Daddy plays a clarinet . 
_d4825 		who's that other +//. 
_d4825 		oh , that bear's playing a drum .
_d4825 		you can't see it very well , it's behind the bear who's playing the clarinet .
_d4825 		but there's that bear right there is playing  big drum . 
_d4825 		and that bears playing a trombone ! 
_d4825 		that instrument is called a trombone .
_d4825 		trombone .
_d4825 		trombone .
_d4825 		xxx who's dancing here ?
_d4826 		yeah . 
_d4826 		a dog and a pig and a cow , it looks like Mr Frumble ? 
_d4826 		Mr Frumble is a pig .
_d4826 		Mr Frumble is in a different book . 
_d4826 		and who's that ? 
_d4826 		what animal is that ?
_d4826 		yeah .
_d4826 		hedgehog .
_d4826 		mmmm .
_d4826 		xxx turn the page  .
_d4827 		oh , that picture where everybody's dancing ? 
_d4827 		that's back here , it's the last picture .
_d4827 		everybody's dancing in that picture .
_d4827 		that bear is playing a clarinet . 
_d4827 		can you say that ?
_d4827 		the bear is playing a clarinet .
_d4827 		all these bears are playing music . 
_d4827 		xxx these bears are an orchestra . 
_d4827 		you wanna read Yoko ?
_d4827 		
_d4827 		you think that's what they're playing ?
_d4827 		the bear orchestra's playing my paddle's [: paddle is] keen and bright ?
_d4827 		can you sing that song ? 
_d4827 		that's very good .
_d4827 		follow the +...
_d4827 		and swing .
_d4827 		very good !
_d4828 		my paddle's [: paddle is] keen and bright , flashing with silver , follow the wild goose flight , dip dip and +... 
_d4828 		swing .
_d4828 		I bet that's what they're playing .
_d4828 		I bet that's what the orchestra is playing .
_d4828 		can you sing that again ?
_d4828 		very nice .
_d4828 		yay .
_d4828 		oh , can you sing that one ?
_d4828 		I know a girl +...
_d4828 		oh .
_d4828 		oh .
_d4829 		I know a girl that you don't know . 
_d4829 		Eliza Jane .
_d4829 		oh , Eliza .
_d4829 		xxx .
_d4829 		yeah .
_d4829 		that is a big barn . 
_d4829 		I saw that , ye' [: yes] .
_d4829 		oh , is the dinosaur in that nice warm cozy barn ? 
_d4829 		he won't get wet because he has a good roof .
_d4829 		look at that tower , that's huge !
_d4829 		it's a very tall tower .
_d4829 		don't get wet little dinosaur .
_d4829 		wo:w , look at that tall tower . 
_d4829 		I know .
_d4829 		oh .
_d4829 		that was loud wasn't it ?
_d4829 		you're okay ?
_d4829 		okay .
_d4829 		little girl in the barn ?
_d4829 		the lizard in the barn ?
_d4829 		okay .
_d4829 		okay .
_d4829 		that lizard's almost ready for bed , I think .
_d4829 		okay .
_d4830 		he wants to lie in Naima's room ? 
_d4830 		xxx .
_d4830 		what ?
_d4830 		you're singing break of day ? 
_d4830 		grateful day ?
_d4830 		hi .
_d4830 		that's a changing table ?
_d4830 		who's going +...
_d4830 		oh , does she need to get changed ? 
_d4830 		what is she saying ?
_d4830 		I want to be changed ?
_d4830 		oh , is her +//.
_d4830 		is she wearing a diaper ?
_d4830 		do chickens wear diapers ?
_d4830 		xxx .
_d4830 		oh , another big tower .
_d4830 		this would probably be a better barn for the dino , cause [: because] the lizard's too big for that barn , I think . 
_d4830 		don't you think ? 
_d4830 		that's a very tall changing table .
_d4830 		oh , that's a good one .
_d4830 		that's an eating part ?
_d4831 		it does look like a picnic table . 
_d4831 		xxx .
_d4831 		
_d4831 		you gonna pick out some books ? 
_d4831 		xxx .
_d4831 		it's like a quilt ?
_d4832 		mmmm . 
_d4832 		looks like you made a square shape here . 
_d4832 		a square like a quilt .
_d4832 		these two rectangles are making a square , you know ?
_d4832 		that's a quilt .
_d4832 		oh , it does look like a quilt . 
_d4832 		cause [: because] there are four different blocks making up that big rectangle .
_d4832 		that's okay .
_d4832 		oh , what's she crying about ?
_d4832 		oh .
_d4833 		but I fixed it already . 
_d4833 		oh . 
_d4833 		xxx . 
_d4833 		valentine's ? 
_d4833 		you want you want me to read the wolf's chicken stew while we're making the valentines ?
_d4833 		well , I'm gonna make dinner while you're making the valentines . 
_d4833 		xxx .
_d4833 		is that really upsetting ? 
_d4833 		you can have the book .
_d4833 		I'm gonna wipe your nose .
_d4833 		xxx .
_d4833 		aww .
_d4833 		I'm just looking for something to wipe your nose with . 
_d4833 		that cute little nose . 
_d4833 		okay . 
_d4833 		today is the thirteenth of February . 
_d4833 		and we taped a whole lot this morning and it didn't record .
_d4834 		and then maybe while you're eating dinner maybe I'll read that . 
_d4834 		okay ? 
_d4834 		what kind of stickers do you have there ?
_d4834 		those are new stickers aren't they ?
_d4834 		well , what do you see ? 
_d4834 		what's in these stickers +//?
_d4834 		this looks like salt !
_d4834 		d'you [: do you] want this one ? 
_d4834 		these are great valentines Naima . 
_d4834 		xxx can you take it off ? 
_d4834 		you 
_d4834 		you are doing a great job . 
_d4834 		I see that you have a banana sticker . 
_d4834 		is there other food on those stickers ? 
_d4834 		what other food is there ? 
_d4834 		is there a loaf of bread on one of those stickers ? 
_d4834 		do you need help getting the other stickers off ?
_d4835 		Naima's [: Naima is] going to do what ? 
_d4835 		yeah , I'm gettin' [: getting] you some food , don't worry . 
_d4835 		yes ?
_d4835 		would you like some tomato sauce in your guacamole ? 
_d4835 		xxx .
_d4835 		you want me to make pasta ?
_d4835 		
_d4835 		hmmm . 
_d4835 		xxx I might make it hot , a little bit . 
_d4835 		you like it a little bit hot , don't you ? 
_d4835 		just a tiny bit ! 
_d4835 		are you finished making the valentines ?
_d4835 		you want me to take em [: them] away ? 
_d4835 		I'll probably read it while you're eating your supper , okay ?
_d4835 		xxx .
_d4835 		let's putcher [: put your] bib on . 
_d4835 		dragon shirt ?
_d4836 		why don't we get a different bib then ? 
_d4836 		why on't [: don't] we use this bib instead ? 
_d4836 		'kay [: okay] ?
_d4836 		no ?
_d4836 		how bout [: about] this one ?
_d4836 		this is a very pain free bib here . 
_d4836 		it's a cloth bib . 
_d4836 		it's a towel bib , actually !
_d4836 		it's made out of a towel . 
_d4836 		xxx .
_d4836 		you're wearing a towel !
_d4836 		okay . 
_d4836 		I'm gonna read that while you start on your supper .
_d4836 		you can finish the valentines afterwards . 
_d4836 		and I'll make some pasta , too . 
_d4836 		that's guacamole , special guacamole . 
_d4836 		you don't hafta eat it .
_d4836 		let's just put it there .
_d4836 		you want me to read this ?
_d4836 		oh , okay , I'll get some hummus . 
_d4836 		there once lived a wolf . 
_d4836 		xxx .
_d4836 		who loved to eat .
_d4836 		more than anything else . 
_d4836 		xxx more than anything else in the world . 
_d4836 		you're right .
_d4836 		you know this story .
_d4836 		hmmm . 
_d4836 		as soon as he finished one meal , he began to think of the next .
_d4836 		aha . 
_d4836 		that wolf sure likes to eat . 
_d4836 		whada [: what do] you think he's going to do next ? 
_d4836 		he's going to see a little chicken .
_d4836 		and he's going to figure out how he's going to eat her . 
_d4836 		there's some hummus .
_d4836 		ye' [: yes] .
_d4836 		one day the wolf got a terrible craving for +..? 
_d4836 		chicken pie ? 
_d4836 		yes , chicken stew , you're right , it's chicken stew .
_d4836 		all day long he walked across the forest in search of a delicious chicken . 
_d4836 		finally he spotted one . 
_d4836 		that means he saw her .
_d4836 		oh . 
_d4836 		ah , she is just perfect for my stew , he thought . 
_d4836 		the wolf crept closer , but just as he was about to grab his prey +...
_d4836 		he had another idea .
_d4836 		if there was just if there were just some way to fatten this bird a little more , he thought .
_d4836 		there would be all the more stew: for me: . 
_d4836 		so +...
_d4836 		the wolf ran home to his kitchen and began to +..?
_d4836 		cook !
_d4836 		look at all those things he has in his chicken . 
_d4836 		what does he have there , Naima ?
_d4836 		what does he have in his chicken ? 
_d4836 		I mean +//. 
_d4836 		xxx .
_d4836 		what does he have in his kitchen there ?
_d4836 		he has a rolling pin . 
_d4836 		what else ? 
_d4836 		that's guacamole . 
_d4836 		oh , was it +..?
_d4836 		zat [: was that] too hot ?
_d4837 		too spicy ? 
_d4837 		how bout [: about] some plain yogurt to help you with that ? 
_d4837 		xxx plain yogurt will help your mouth feel better . 
_d4837 		can I put that here ? 
_d4837 		you can   . 
_d4837 		yogurt makes your mouth feel better if it's too spicy .
_d4837 		what else does he have in his kitchen there ? 
_d4837 		he has a lot of intristing [: interesting] items . 
_d4837 		he has items . 
_d4837 		I wonder if he's going to make some cookies with that rolling pin he has there . 
_d4837 		you s'pose [: suppose] ? 
_d4837 		what kind of cookies do you think he's gonna make for the chicken ? 
_d4837 		maybe he's going to make elephant cookies . 
_d4837 		he might .
_d4837 		yes ?
_d4838 		yes dear ? 
_d4838 		baby . 
_d4838 		toddler .
_d4838 		you wamme [: want me] to keep reading ?
_d4838 		xxx .
_d4838 		sit in the chair , look at the book , and turn the page ? 
_d4838 		I have_to do all those things for you ? 
_d4838 		I  I am gonna that  .
_d4838 		oh , you like that page the best , don't you ? 
_d4838 		these are some chick+peas . 
_d4838 		this is what hummus is made out of . 
_d4838 		you can try a couple of them , okay ? 
_d4838 		xxx . 
_d4838 		let's see what happens next .
_d4838 		oh ! 
_d4838 		pancakes . 
_d4838 		what are they called ? 
_d4838 		pancakes .
_d4838 		he made a hundred scrumptious pancakes . 
_d4838 		then late at night he left them on the chicken's porch . 
_d4838 		eat well my pretty chicken he cried , get nice and fat for my +...
_d4838 		stew .
_d4838 		have some of these crackers too . 
_d4838 		xxx .
_d4838 		eat well my pretty chicken he cried .
_d4838 		xxx .
_d4839 		get nice and fat for my stew . 
_d4839 		he's pretty devious , isn'e [: isn't he] ? 
_d4839 		what happens next ?
_d4839 		let's see .
_d4839 		the next night he brought a hundred scrumptious doughnuts . 
_d4839 		eat well my pretty chicken , he cried . 
_d4839 		get nice and fat for my +...
_d4839 		xxx . 
_d4839 		why doesn't he bring them some hummus ? 
_d4839 		I wonder why he's not bringing them hummus and crackers and avocado to eat . 
_d4839 		wha' [: what] do you think ?
_d4839 		you want more crackers ?
_d4839 		you don't want these kind ?
_d4839 		you want the square kind ?
_d4840 		cracker squares . 
_d4840 		xxx . 
_d4840 		you want havarti cheese ? 
_d4840 		uh , lemme [: let me] see . 
_d4840 		that's string cheese right there .
_d4840 		lemme [: let me] check the havarti . 
_d4840 		no , this havarti is too old . 
_d4840 		it's bad , I need to throw it out . 
_d4840 		sorry , honey . 
_d4840 		xxx it's yucky . 
_d4840 		tha' [: that] havarti got old . 
_d4840 		old +//. 
_d4840 		nothin' [: nothing] worse than old havarti .
_d4840 		xxx okay let's see . 
_d4840 		we don't have any new havarti . 
_d4840 		we have that string cheese .
_d4840 		you want new cheese ? 
_d4840 		that string cheese is new cheese .
_d4840 		those little pieces that I gave you .
_d4840 		well , I don't think we have very many other kinds of cheese here . 
_d4840 		no . 
_d4840 		no . 
_d4840 		why don't you eat the string cheese . 
_d4840 		this is good string cheese . 
_d4840 		you can make cheese an' [: and] crackers with it . 
_d4840 		and you could have some of this . 
_d4840 		no ?
_d4840 		that's  it's  guacamole . 
_d4840 		with avocado in it . 
_d4840 		there's avocado in this guacamole . 
_d4840 		well that's not ripe actually . 
_d4840 		tomorrow it will be ripe .
_d4840 		it's not ripe , Naima . 
_d4840 		there's a few pieces here . 
_d4840 		but that other one isn' [: isn't] ripe . 
_d4840 		here . 
_d4840 		okay ? 
_d4840 		we skipped a page ? 
_d4840 		oh by accident , you mean ?
_d4840 		okay . 
_d4840 		did you have fun playing at  house today ? 
_d4840 		what did you play with there , do you remember ? 
_d4840 		what kind of toys did she have ?
_d4840 		well , you played with her books . 
_d4840 		xxx with the soft shapes in them . 
_d4840 		and the animals in the books . 
_d4840 		and  you played with her alphabet game . 
_d4840 		she had a nice alphabet game . 
_d4840 		and she had a pretend kitchen there . 
_d4840 		and you were looking at Gracie a lot , the doggie . 
_d4840 		and you played with her little people up in her room . 
_d4840 		we got_to see her room .
_d4840 		that was fun . 
_d4840 		she has her own room just like you do . 
_d4840 		and she has a play+room also . 
_d4840 		she was sharing her toys with you . 
_d4840 		pretty well . 
_d4840 		when she comes to our house you can share your toys with her . 
_d4840 		that avocado isn't ripe . 
_d4840 		there's lots_of avocado on your plate .
_d4840 		right there . 
_d4840 		what's wrong with that avocado ? 
_d4840 		that's good avocado . 
_d4840 		is it hard for you to reach ?
_d4840 		toddler . 
_d4840 		there . 
_d4840 		you want some of my rice ? 
_d4840 		wanna try it ? 
_d4840 		what else did +//?
_d4840 		what ?
_d4840 		what ? 
_d4840 		hey , we both have red +//. 
_d4840 		well I guess my socks are orange .
_d4840 		I though we both had red socks today . 
_d4840 		what else di' [: did] we do with  ? 
_d4840 		we ate lunch with  at a restaurant , right ? 
_d4840 		it's called Betsy's . 
_d4840 		what did we eat there ? 
_d4840 		xxx .
_d4840 		you can say I ate macaroni and cheese . 
_d4840 		yes you did .
_d4840 		that's right . 
_d4840 		Mommy ate a salad .
_d4840 		Naima ate some yogurt and some macaroni and cheese . 
_d4840 		I know .
_d4840 		you ate it . 
_d4840 		you can say I ate it . 
_d4840 		I skipped a page by accident ? 
_d4840 		lemme [: let me] see .
_d4840 		did I ? 
_d4840 		you mean there's one before the doughnuts that I skipped ?
_d4840 		pancakes doughnuts . 
_d4840 		I don't think so . 
_d4840 		the next night he brought a hundred scrumptious doughnuts . 
_d4840 		eat well my pretty chicken . 
_d4840 		get nice and fat for my stew . 
_d4840 		oh .
_d4840 		and on the next night he brought a scrumptious cake . 
_d4840 		weighing +...
_d4840 		weighing a hundred pounds . 
_d4840 		I am reading it .
_d4840 		oh , you hafta get cleaned up if you wanna hold it .
_d4840 		yeah , I'll read it , until you're clean . 
_d4840 		eat well my pretty chicken , he cried , get +... 
_d4840 		yeah , nice and fat for my stew .
_d4840 		at last all was ready . 
_d4840 		this was the night he had been waiting for . 
_d4840 		he put a large stew pot on the fire .
_d4840 		and set out joyfully to find his +... 
_d4840 		dinner .
_d4840 		mmmm , he's going to find the chicken .
_d4840 		he wants to eat some chicken . 
_d4840 		and there's your favorite page . 
_d4840 		what is he doing in that picture , Naima ? 
_d4840 		he is looking in that chicken's keyhole .
_d4840 		do you think he sees her ? 
_d4840 		I think he sees her . 
_d4840 		but what happens next ?
_d4840 		oh !
_d4840 		the door opened suddenly and the chicken screeched  so it was you Mr Wolf . 
_d4840 		hmmm . 
_d4840 		and then she says children children look the pancakes and the doughnuts and that scrumptious cake .
_d4841 		they weren't from Santa Claus , all those presents were from Uncle Wolf . 
_d4841 		look at his face . 
_d4841 		he looks confused . 
_d4841 		the baby +//. 
_d4841 		oops .
_d4841 		the baby chicks jumped all over the wolf . 
_d4841 		and gave him a hundred kisses ! 
_d4841 		oh thank you uncle wolf , you're the best cook in the world . 
_d4841 		oh . 
_d4841 		uncle wolf didn't have chicken stew that night . 
_d4841 		but Mrs Chicken fixed him a nice dinner anyway . 
_d4841 		&aw shucks he thought as he walked home , maybe tomorrow I'll bake the little critters a hundred scrumptious cookie:s .
_d4841 		there they are . 
_d4841 		can you chew and swallow that instead of spitting it out ? 
_d4841 		there's some water there , do you wanna drink some water ? 
_d4841 		see that I gave you some water ? 
_d4841 		what did we do this morning ? 
_d4841 		do you remember where we went this morning ?
_d4841 		and wha' [: what] did we do ?
_d4842 		yeah , we went to toddler time . 
_d4842 		and who gave you a kiss this morning ? 
_d4842 		what furry animal gave you a kiss at toddler time ?
_d4842 		what's her name ?
_d4842 		that furry animal who gave you a kiss .
_d4842 		the furry dragon .
_d4842 		what's that dragon's name ?
_d4842 		
_d4842 		yes , Rascal .
_d4842 		well , I might read that again a little later .
_d4842 		right now I'm eating a pepper .
_d4842 		crunch crunch crunch says Mommy . 
_d4842 		while I'm eating the pepper ? 
_d4842 		I have_to read while I'm eating the pepper ?
_d4842 		but my mouth is busy chewing . 
_d4842 		did you try the rice ? 
_d4842 		who was at toddler time this morning ? 
_d4842 		someone whose name rhymes with bear . 
_d4842 		you know who . 
_d4842 		whose name rhymes with bear ? 
_d4842 		a little boy whose name is Thayer . 
_d4842 		Thayer . 
_d4842 		xxx .
_d4842 		I heard his Mommy call him Thayer Bear . 
_d4842 		she called him Thayer Bear , that sounds like a nickname . 
_d4842 		his Mommy was in the kitchen . 
_d4842 		the pretend kitchen . 
_d4842 		with us . 
_d4842 		he was cooking . 
_d4842 		he was cooking a potato I think , in the pretend kitchen . 
_d4842 		what were you doing ? 
_d4842 		no , I'm gonna wait til [: until] I finish .
_d4843 		who else was there ? 
_d4843 		Jack was there today .
_d4843 		and +...
_d4843 		you want some cheese ? 
_d4843 		oh , you'd like some cauliflower ? 
_d4843 		great . 
_d4843 		cauliflower can be very delicious . 
_d4843 		mmmm .
_d4843 		I'd like you to swallow that , okay ? 
_d4843 		mmmm . 
_d4843 		you can swallow that . 
_d4843 		drink some water .
_d4843 		it's cauliflower , it's good for you . 
_d4843 		yummy . 
_d4843 		and Miss  read a story that we have at home today . 
_d4843 		mmmm+hmmm . 
_d4843 		that's right . 
_d4843 		she read guess how much I love you . 
_d4843 		xxx .
_d4843 		little nut brown hair . 
_d4843 		mmmm+hmmm .
_d4843 		yep [: yes] , there's more cauliflower here too .
_d4843 		and  there was also big nut brown hair . 
_d4843 		little nut brown hair .
_d4843 		that('s) the little bunny rabbit . 
_d4843 		mmmm .
_d4843 		
_d4843 		would that help ? 
_d4843 		xxx  blow your nose . 
_d4843 		xxx .
_d4844 		you know who's coming in the morning ? 
_d4844 		grandma .
_d4844 		grandma  . 
_d4844 		grandma  is coming tomorrow morning . 
_d4844 		and she's gonna come to music class with us . 
_d4844 		music together . 
_d4844 		we sing hello everybody .
_d4844 		what else do we sing there , do you remember any songs ?
_d4844 		well , we sing songs from the bells cd . 
_d4844 		like Jimmy crack corn . 
_d4844 		and trot old Joe . 
_d4844 		um: . 
_d4844 		the rabbit song . 
_d4844 		um:  . 
_d4844 		xxx .
_d4844 		oh dear . 
_d4844 		uh .
_d4844 		you mean what other songs are on the bells cd ? 
_d4844 		mmmm: .
_d4844 		I'm trying to remember .
_d4844 		mmmm . 
_d4844 		xxx . 
_d4844 		put the rhythm in your hands and go clap clap clap . 
_d4844 		that song also . 
_d4844 		um . 
_d4844 		who's that tappin' [: tapping] at the window . 
_d4844 		I'm trying to remember . 
_d4844 		you tell me , do you remember any other songs ?
_d4844 		you want me to talk about the songs ?
_d4844 		oh my gosh !
