_t4 		xxx okay let see , we in business ? 
_t4 		use a rope to get up to the door +... 
_t4 		of the owl's house . 
_t4 		who ? 
_t4 		Pooh bear ? 
_t4 		he's using a rope to get up to (.) into the tree . 
_t4 		that's the owl's house , I think so . 
_t4 		looks like the owl has stairs that go into his house also . 
_t4 		you see them ? 
_t4 		where are they , yeah . 
_t4 		mmmm+hmmm .
_t4 		mmmm , Pooh bear can climb down them . 
_t4 		is he gonna be careful when he climbs up the stairs ? 
_t4 		yeah , there's no railing there , is there ? 
_t4 		hmmm , I hope he's careful when he climbs up those stairs . 
_t4 		when he climbs down them too . 
_t4 		xxx here's the house , there's a close+up of the house . 
_t4 		hmmm , we need to fix this book . 
_t4 		yeah . 
_t4 		okay , there's Pooh bear , he's knocking on (.) the owl's door . 
_t4 		these notices had been written by Christopher Robin , who was the only one in the forest who could spell . 
_t4 		that's the door of the owl's house . 
_t4 		yeah , and there's owl coming out to see , to see who's knocking at his door . 
_t4 		mmmm . 
_t4 		mmmm , Mommy will try to fix it sometime . 
_t4 		mmmm . 
_t4 		well Chris +//.
_t4 		uh , Pooh bear is up in the tree (.) at owl's house saying hello to owl . 
_t4 		I think that's what's happening . 
_t4 		that's the owl .
_t4 		the owl is saying , hello Pooh ! 
_t4 		how's things ? 
_t4 		when Pooh says , terrible and sad . 
_t4 		because Eeyore has lost his tail . 
_t4 		how can +//. 
_t4 		okay .
_t4 		let's turn the page here . 
_t4 		on this page we have another pop+up . 
_t4 		oh , this is owl's living room . 
_t4 		it looks a little bit like our living room because it has a fire+place . 
_t4 		is he eating at that table ? 
_t4 		hmmm . 
_t4 		what else does the owl have in his house ?
_t4 		what else is in the picture ? 
_t4 		you wanna turn the page , okay . 
_t4 		this is called a pop+up book . 
_t4 		yeah , because it has these things that stick up when you turn the pages . 
_t4 		every word , said owl very loudly , we rightly noticed to say that we will give a large +//.
_t4 		okay . 
_t4 		hey , what's that he's got there ? 
_t4 		that's Eeyore's tail ! 
_t4 		and Christopher Robin says , I came across it in the forest , it was hanging over a bush . 
_t4 		and I thought at first somebody lived there , so I rang it and nothing happened , and then I ran +//.
_t4 		okay , let's turn the page again . 
_t4 		that's not your new book . 
_t4 		that's a book of Mommy's . 
_t4 		it's a blank book , we're gonna paste photographs in it later . 
_t4 		do you see the owl , where's the owl right now ? 
_t4 		that's Kanga . 
_t4 		Kanga is +... 
_t4 		watching Christopher Robin put Eeyore's tail back on . 
_t4 		hey , the sun is out . 
_t4 		even though there's snow . 
_t4 		mmmm . 
_t4 		who is that ? 
_t4 		what is he standing on ?
_t4 		what are these things ? 
_t4 		well , they're like benches , aren't they ? 
_t4 		I think those are benches . 
_t4 		good question , nobody's sitting there right now , nobody . 
_t4 		somebody should sit there ? 
_t4 		nobody is sitting there . 
_t4 		right , nobody is sitting there right now . 
_t4 		nobody's sitting at that bench , it's empty . 
_t4 		and who's that ? 
_t4 		somebody's drinking some juice there . 
_t4 		Roo ! 
_t4 		yeah , that's Roo . 
_t4 		yeah .
_t4 		yeah , that's a picnic table . 
_t4 		yeah .
_t4 		that's Roo . 
_t4 		where's Kanga ? 
_t4 		yeah .
_t4 		yeah it's a pop+up book . 
_t4 		xxx it's a pop+up book .
_t4 		mmmm+hmmm .
_t4 		mmmm+hmmm .
_t4 		yeah .
_t4 		Roo looks like Roo is having some juice . 
_t4 		yeah , drinking juice . 
_t4 		I see a river , do you see a river in this picture ? 
_t4 		look carefully . 
_t4 		it's a river and it has +//.
_t4 		what's over the river ?
_t4 		you know what that is ? 
_t4 		it's a bridge . 
_t4 		there's a bridge over the river . 
_t4 		there he is . 
_t4 		yeah . 
_t4 		this is a pop+up book . 
_t4 		okay . 
_t4 		yeah , that is a photograph of Naima's costume for Halloween . 
_t4 		Naima's in the picture and ? 
_t4 		and ? 
_t4 		yes , Grandma  , and who else is in that picture ? 
_t4 		there are three people in that picture . 
_t4 		Naima +... 
_t4 		Grandma  , and +... 
_t4 		that's part of Mommy , you can't really see my face . 
_t4 		but who's that ? 
_t4 		yes , great+grandma  . 
_t4 		oh , is your nose  ? 
_t4 		kay [: okay] , I'll get a tissue . 
_t4 		we have_to find some wrapping paper , (be)cause we have a present for somebody we have_to wrap . 
_t4 		yes , we  +//.
_t4 		okay .
_t4 		you need a present ? 
_t4 		oh .
_t4 		uh+huh . 
_t4 		well , it's not for Naima , it's for somebody else . 
_t4 		it's for somebody Daddy works with . 
_t4 		we need to wrap it . 
_t4 		for the +//. 
_t4 		oh+my+goodness . 
_t4 		no , said Naima ?
_t4 		I have no idea where the wrapping paper is though . 
_t4 		you think the wrapping paper's also for Naima ? 
_t4 		read it again ? 
_t4 		let's take a litle break so I can find the wrapping paper . 
_t4 		had , I had some . 
_t4 		yeah , I'm looking for the wrapping paper . 
_t4 		well , let's look +... 
_t4 		let's look over here . 
_t4 		Mommy's looking for the wrapping paper , I'm gonna look in this closet over here . 
_t4 		oh I know , I think it's in here .
_t4 		I think it's in this bathroom . 
_t4 		ye:s . 
_t4 		okay , here's some wrapping paper . 
_t4 		well you can play with some . 
_t4 		here . 
_t4 		you can have that . 
_t4 		mmmm , now you have wrapping paper . 
_t4 		Mommy's gonna wrap the present that we need to wrap . 
_t4 		well it's for somebody that Daddy works with .
_t4 		that's a pop+up book , all+right . 
_t4 		yeah . 
_t4 		we need some tissue paper +... 
_t4 		maybe we can buy some at the store . 
_t4 		yeah we could use some at the store I think . 
_t4 		are you thinking of that rhyme about  table and stable . 
_t4 		out in the stable with nobody neigh . 
_t4 		with somebody neigh ? 
_t4 		actually nobody . 
_t4 		can I take this , please ? 
_t4 		you wanna nurse ? 
_t4 		okay . 
_t4 		nurse_a . 
_t4 		let Mommy get this ready to go . 
_t4 		you fell down , are you okay ? 
_t4 		I think you're okay . 
_t4 		I think Lucille is still actually in the car . 
_t4 		nurse_d .
_t4 		nurse_d ? 
_t4 		xxx here . 
_t4 		I'm just gonna put this right here . 
_t4 		I'm just putting this here , where you are . 
_t4 		what ?
_t4 		off came the button . 
_t4 		yeah .
_t4 		off came the button ! 
_t4 		off came the button ! 
_t4 		there was a loud crash , he knocks over something , what does he knock over in that book ? 
_t4 		yep [: yes] , he knocks over a light . 
_t4 		and the policeman says , what's that ? 
_t4 		right ? 
_t4 		yeah . 
_t4 		and it's Corduroy ! 
_t4 		mmmm+hmmm . 
_t4 		knocking over the light . 
_t4 		what does the policeman say ? 
_t4 		how did you get up there ? 
_t4 		that's right . 
_t4 		and what does the policeman do with Corduroy ? 
_t4 		mmmm+hmmm . 
_t4 		carries him down the escalator , that's what he does . 
_t4 		the policeman says , who is that up there ? 
_t4 		how did you get upstairs ? 
_t4 		said the policeman , yeah . 
_t4 		he gets Corduroy . 
_t4 		yup [: yes] , that's what happens . 
_t4 		hmmm . 
_t4 		what ? 
_t4 		who is hiding ? 
_t4 		yes , his two fuzzy brown ears are sticking up out from under the +... 
_t4 		covers . 
_t4 		xxx . 
_t4 		what are you eating for lunch there ? 
_t4 		you have a lot of things on your plate . 
_t4 		frozen corn . 
_t4 		frozen banana . 
_t4 		mmmm . 
_t4 		what ? 
_t4 		somebody's hiding around here . 
_t4 		what ? 
_t4 		off came the button !
_t4 		that's right . 
_t4 		off came the button ! 
_t4 		off came the button !
_t4 		oh , yes I see , that was a while ago . 
_t4 		hmmm , you have a better memory than I do . 
_t4 		off came the button ! 
_t4 		off came Corduroy's button . 
_t4 		a button comes off of a mattress there , doesn't it ? 
_t4 		yeah . 
_t4 		mmmm+hmmm . 
_t4 		I'm thinking of making millet . 
_t4 		but , I was thinking of making millet . 
_t4 		but I think that's a little too ambitious . 
_t4 		sophisticated baby .
_t4 		what a sophisticated baby . 
_t4 		I guess I'm gonna make some rice . 
_t4 		I'm going to make some brown rice . 
_t4 		plain brown rice .
_t4 		somebody's hiding around here . 
_t4 		who says that ? 
_t4 		no , I think the policeman says that . 
_t4 		ya [: you] think so ? 
_t4 		oh the , off came the button off the mattress . 
_t4 		you know that story really well . 
_t4 		I'm looking for (.) the cover that belongs with this pot . 
_t4 		I'm looking for the cover that belongs to this pot . 
_t4 		I'm looking for the cover that belongs to this pot . 
_t4 		there it is . 
_t4 		yeah , I found it . 
_t4 		okay . 
_t4 		you have hummus there , don't you ? 
_t4 		there's the hummus , you can use the spoon to eat it if you want to .
_t4 		you want some sesame on that ? 
_t4 		let me find it for you . 
_t4 		the pleasure is all mine . 
_t4 		here's the sesame seeds . 
_t4 		now +... 
_t4 		I need that measuring cup , again . 
_t4 		well , I think I'm gonna boil some water . 
_t4 		you have some sesame there , don't you ? 
_t4 		mmmm+hmmm . 
_t4 		is it delicious ? 
_t4 		oh I'm so glad . 
_t4 		I'm so glad it's delicious . 
_t4 		rice . 
_t4 		this is what the rice looks like before it gets cooked , it's very hard . 
_t4 		it's too hard to eat , it has to be cooked . 
_t4 		I'm gonna cook it in the hot water , and then it will get soft enough to eat . 
_t4 		oh , you know we should have had Daddy buy tomato sauce when he went shopping . 
_t4 		I forgot that you are so into it now . 
_t4 		Mommy's gonna stir the beans that are on the stove . 
_t4 		you're closing the high+chair ? 
_t4 		with your foot ? 
_t4 		the foot+rest you mean ? 
_t4 		mmmm . 
_t4 		are you talking about (.) the place in the back of the car near your car+seat where you stick your foot ? 
_t4 		the door handle , that was where you rest your foot when you're there sometimes . 
_t4 		you had some trouble getting your foot in there today . 
_t4 		I noticed that . 
_t4 		you wanted to play my foot is stuck . 
_t4 		oh , at the store ? 
_t4 		you played trains at the bookstore . 
_t4 		you put trains in the train+house . 
_t4 		I think that's called the round+house . 
_t4 		that's called the round+house where you were putting those trains . 
_t4 		yup [: yes] . 
_t4 		and then closing the doors +//.
_t4 		that was fun to play with , wasn't it ? 
_t4 		what's that ? 
_t4 		oh , there was a big house for the trains , and there was a little house for the trains . 
_t4 		that's right . 
_t4 		the green train ? 
_t4 		uh+huh . 
_t4 		yes ? 
_t4 		was there a purple train , I didn't notice that . 
_t4 		it's yeah ,  . 
_t4 		there were a lot of trains on that train table , actually . 
_t4 		you were putting a practicing putting in the house , weren't you ? 
_t4 		do you want a little more of this yogurt , to drink ? 
_t4 		oh you didn't like that , okay . 
_t4 		Mommy will drink it . 
_t4 		how did you get upstairs , said the policeman to Corduroy . 
_t4 		would you like some cook(ies) +//?
_t4 		what ? 
_t4 		off came the button from the mattress ! 
_t4 		yeah ! 
_t4 		off came the button ! 
_t4 		and Corduroy goes flying up in the air ! 
_t4 		and he falls down knocking over a lamp . 
_t4 		and the policeman says +... 
_t4 		somebody up there ? 
_t4 		and it turns out to be Corduroy . 
_t4 		Naima , would you like some cookies ? 
_t4 		do you want elephant cookies or Naima's cookies ? 
_t4 		oh you're eating more sesame , okay . 
_t4 		let me know if you want some cookies . 
_t4 		I'm noticing that this needs rinsing +... 
_t4 		and this needs putting away . 
_t4 		now I'm putting the rice in the boiling water . 
_t4 		to cook it . 
_t4 		now we have_to make it boil again . 
_t4 		off came the button from the mattress ! 
_t4 		I'm eating egg+whites with sesame seeds . 
_t4 		mmmm   . 
_t4 		mmmm   ! 
_t4 		mmmm  !
_t4 		xxx . 
_t4 		mmmm breathed little bird ,    .
_t4 		that's a good story too . 
_t4 		little bird's mama tucks little bird in , gets that baby ready for bed , right ? 
_t4 		no she's not waking you up , she's getting her ready to sleep . 
_t4 		what ? 
_t4 		she's checking him in , as you well know . 
_t4 		are you making a joke ? 
_t4 		you sure ? 
_t4 		yeah .
_t4 		I think you're making a joke . 
_t4 		you know little bird's going to sleep in that book . 
_t4 		her mommy tucks her in . 
_t4 		what ? 
_t4 		who ? 
_t4 		you mean , little bird's mama ? 
_t4 		little bird's mama +... 
_t4 		is tucking her into bed . 
_t4 		I forgot to turn the rice down now . 
_t4 		yeah . 
_t4 		let me see if I need to put salt in the beans ,  I do . 
_t4 		salt . 
_t4 		off came the button from the mattress . 
_t4 		xxx hippos play with great delight . 
_t4 		are you reciting all your books now ? 
_t4 		are you reading all your books ? 
_t4 		without the books , you telling the stories ? 
_t4 		how did you get up there ? 
_t4 		said the policeman . 
_t4 		on the train table ? 
_t4 		at the , at the bookstore .
_t4 		the train table is at the bookstore . 
_t4 		mmmm+hmmm . 
_t4 		supper's [: supper is] gone ? 
_t4 		what ? 
_t4 		who ? 
_t4 		I'm sorry I don't understand what you're saying , who , which story is this about , what story are you telling ?
_t4 		which book ? 
_t4 		supper's [: supper is] gone ? 
_t4 		shoppers . 
_t4 		oh , after all the shoppers had gone home , that's when Corduroy goes up the escalator . 
_t4 		mmmm+hmmm . 
_t4 		that's in the book . 
_t4 		after all the shoppers have gone +... 
_t4 		the other house is far away . 
_t4 		the round+house is hard to reach for you , (be)cause it's in the middle of the table . 
_t4 		I think for little children it's difficult to reach that house .
_t4 		mmmm+hmmm . 
_t4 		well , little girls and little boys . 
_t4 		yeah .
_t4 		for Naima .
_t4 		mmmm+hmmm . 
_t4 		the green train doesn't go in it ? 
_t4 		or it does go in it ? 
_t4 		it does , there was a purple train that wasn't there . 
_t4 		are you finished with your lunch , (be)cause we can clean your hands if you want . 
_t4 		you wanna eat more sesame ? 
_t4 		with your fingers , okay . 
_t4 		so we'll wait to clean you up , that's fine . 
_t4 		the beans are gonna be cooking for quite a while . 
_t4 		they're not gonna be ready yet . 
_t4 		you can eat the beans tonight . 
_t4 		hmmm . 
_t4 		you done eating ? 
_t4 		oh , you're still eating . 
_t4 		still munching . 
_t4 		you're still munching . 
_t4 		nibbling , you're nibbling .
_t4 		nibble nibble nibble nibble like a mouse . 
_t4 		nibble nibble nibble nibble .
_t4 		nibble nibble . 
_t4 		the water's looking for something to eat ? 
_t4 		hmmm . 
_t4 		are you pretending ? 
_t4 		what are you pretending ? 
_t4 		xxx . 
_t4 		you see some letters there on your sippy cup ? 
_t4 		let's see . 
_t4 		let me see . 
_t4 		show Mommy . 
_t4 		there is a G ? 
_t4 		okay , I guess I'm not seeing where the G is . 
_t4 		off came the button off the mattress ! 
_t4 		I think it says do not boil .
_t4 		hmmm , mmmm+hmmm .
_t4 		I'm boiling the rice , and I'm boiling the beans . 
_t4 		boiling is a kind of cooking . 
_t4 		boiling is a way to cook things . 
_t4 		oh you're pretending to wash the spoon +//?
_t4 		because when  was visiting yesterday , she had Liza in her mouth , you remember that ? 
_t4 		xxx was chewing on Liza a little bit , because  teething . 
_t4 		you like the sesame don't you ? 
_t4 		that's yummy . 
_t4 		what dropped ? 
_t4 		what ? 
_t4 		nursy ? 
_t4 		you can drink nursy milk after . 
_t4 		you wanna give Liza her bath ? 
_t4 		here she is . 
_t4 		she's quite dirty because  had her in her mouth , remember ? 
_t4 		mmmm .
_t4 		mmmm+hmmm .
_t4 		let's get some nice warm water for her . 
_t4 		does she like warm water ? 
_t4 		you're giving her a nice bath , aren't you ? 
_t4 		she's got a lot of bubbles in her bath . 
_t4 		she's in her bath ! 
_t4 		having a good time , it looks like . 
_t4 		where did she go , anyway ?
_t4 		is she having a good bath ? 
_t4 		is she getting all clean ? 
_t4 		washy washy washy +... 
_t4 		washy washy Liza +... 
_t4 		pick peck . 
_t4 		poke . 
_t4 		are you scrub+a+dubbing her ? 
_t4 		are you giving her bath ? 
_t4 		oh . 
_t4 		looks like fun . 
_t4 		what is she doing ? 
_t4 		she's singing mommies on the bus ? 
_t4 		how does it go , what's she sing ? 
_t4 		the mommies on the bus say +... 
_t4 		sssh   ! 
_t4 		sssh   ! 
_t4 		what do the parents on the bus say ? 
_t4 		sssh   ! 
_t4 		the parents on the bus say    ! 
_t4 		all through the town . 
_t4 		what do the wheels on the bus go ? 
_t4 		yeah ! 
_t4 		the wheels on the bus go round and round +...
_t4 		round and round +... 
_t4 		yeah you sing that in your swimming class , I know . 
_t4 		yeah . 
_t4 		yeah . 
_t4 		oh yeah . 
_t4 		is she ready to get out of her bath ? 
_t4 		is she , is she done with her bath ?
_t4 		you guys are clean now ? 
_t4 		oh , she likes to go back in , that sounds like you . 
_t4 		you like to go in again and again , you don't like to come out . 
_t4 		hmmm . 
_t4 		you dumped the water out .
_t4 		she might get cold now . 
_t4 		what ? 
_t4 		your pants are wet . 
_t4 		your jeans are wet , I think that's (be)cause you spilled the water there , right ? 
_t4 		was it uncomfortable ? 
_t4 		we could get a new pair of pants on . 
_t4 		we could do that .
_t4 		new jeans . 
_t4 		you could wear some new jeans . 
_t4 		dry ones . 
_t4 		dry jeans . 
_t4 		you could use some dry jeans . 
_t4 		what ? 
_t4 		yeah , okay we'll change them . 
_t4 		let's wipe up the water now .
_t4 		it got on your jeans , huh ? 
_t4 		yeah the water from the bath got on your jeans . 
_t4 		that's what happens .
_t4 		okay let's see here . 
_t4 		let's take off your bib . 
_t4 		you're pretending that the sippy cup's [: cup is] going to the play+ground ? 
_t4 		oh . 
_t4 		your jeans are wet , I know . 
_t4 		Mommy will take care of it . 
_t4 		we'll get , we'll get a new pair of pants on . 
_t4 		okay , we'll get a new pair of jeans . 
_t4 		yeah ,  it's very wet , isn't it . 
_t4 		yeah I know . 
_t4 		oh , it's wet ! 
_t4 		she's drying off . 
_t4 		she's busy getting dry . 
_t4 		well +... 
_t4 		she's right over here , I'll give her to you in just a second . 
_t4 		oh does she want to go in the school+bus ? 
_t4 		okay .
_t4 		okay . 
_t4 		what's good ? 
_t4 		what ? 
_t4 		your cheeks ? 
_t4 		your cheeks feel good ? 
_t4 		look at all of those +... 
_t4 		pots on the stove . 
_t4 		yes those jeans are very wet . 
_t4 		we're gonna take them off . 
_t4 		these jeans are coming off . 
_t4 		is what these jeans are . 
_t4 		taking off your overalls . 
_t4 		xxx there . 
_t4 		well they're jean overalls , they're still overalls . 
_t4 		yeah . 
_t4 		oh , what a nice hug . 
_t4 		okay . 
_t4 		Liza_a . 
_t4 		she's going to the other room ? 
_t4 		okay . 
_t4 		ya [: you] mean . 
_t4 		you mean the living+room ? 
_t4 		that's the living+room . 
_t4 		mmmm+hmmm .
_t4 		uh , this last session was taped on (.) December eighth , Sunday . 
_t4 		so this session is from +...
_t4 		Friday the sixth and Sunday the eighth are all together . 
_t4 		xxx . 
_t4 		it's December +//. 
_t4 		it's Dec(ember) +... 
_t4 		December twenty +//. 
_t4 		twenty second . 
_t4 		how bout [: about] let's put on your socks ? 
_t4 		you want yellow socks ? 
_t4 		you sound very unhappy . 
_t4 		let's put these on , would you like to go down and get the newspaper with Mommy ? 
_t4 		well Daddy's at the office . 
_t4 		Grabby do it ? 
_t4 		Grabby will do it ? 
_t4 		I think maybe you could use a little more food in your belly button . 
_t4 		kitty+cat will get the newspapers ? 
_t4 		wha:t ? 
_t4 		would you like some pear+sauce or some apple+sauce ? 
_t4 		I think you're hungry . 
_t4 		kitty+cat will do it ? 
_t4 		oh .
_t4 		there's the Christmas tree . 
_t4 		who helped us decorate that Christmas tree ? 
_t4 		who helped us ? 
_t4 		I'd like to help you get something  in your belly so you'll feel a little better , I think you're starving . 
_t4 		mmmm .
_t4 		xxx . 
_t4 		mmmm . 
_t4 		and +... 
_t4 		yeah , and that's delicious , that's plums bananas and rice . 
_t4 		mmmm . 
_t4 		Mommy will feed you . 
_t4 		there's banana in here .
_t4 		you want some fresh banana ?
_t4 		okay .
_t4 		I'll get you some . 
_t4 		there it is . 
_t4 		there's the banana . 
_t4 		Mommy will cut it . 
_t4 		you don't want me to cut it ? 
_t4 		mmmm .
_t4 		yellow banana . 
_t4 		well it's not frozen it's fresh . 
_t4 		fresh banana is also good . 
_t4 		o:h , we can go get the newspapers .
_t4 		let's just have another , little more snack  .
_t4 		crunch . 
_t4 		you're crunching the kamut .
_t4 		that good ? 
_t4 		yeah , we'll +//.
_t4 		you can get the newspaper with Mommy . 
_t4 		we might +//.
_t4 		Tahoe might be outside . 
_t4 		you called Tahoe a person ? 
_t4 		little Johnny Brown , lay that comfort down . 
_t4 		little Johnny Brown , lay that comfort down . 
_t4 		fold down a corner , Johnny Brown . 
_t4 		fold down a corner , Johnny Brown . 
_t4 		fold down a corner , Johnny Brown . 
_t4 		fold down a corner , Johnny Brown . 
_t4 		little Johnny Brown , hey now Johnny Brown . 
_t4 		little Johnny Brown , hey now Johnny Brown . 
_t4 		strut like a chicken , Johnny Brown .
_t4 		remember who we're gonna go visit today ? 
_t4 		strut like a chicken , Johnny Brown .
_t4 		strut like a chicken , Johnny Brown . 
_t4 		strut like a chicken , Johnny Brown . 
_t4 		little Johnny Brown , hey now Johnny Brown .
_t4 		little Johnny Brown , hey now Johnny Brown .
_t4 		in Boston . 
_t4 		take it to a friend , Johnny Brown . 
_t4 		take it to a friend , Johnny Brown . 
_t4 		take it to a friend , Johnny Brown . 
_t4 		take it to a friend , Johnny Brown . 
_t4 		you remember the stairs at their house ? 
_t4 		they have stairs at their house that Naima likes to cli:mb . 
_t4 		right ? 
_t4 		well you can climb the stairs at their house when we get there . 
_t4 		soon as Daddy gets back from work we're gonna +/. 
_t4 		we're gonna drive , drive there . 
_t4 		as soon as we get there , yeah . 
_t4 		you can climb those stairs with Daddy . 
_t4 		you remember their bed at their house ? 
_t4 		somebody turned the radio on ? 
_t4 		oh you turned the radio on in their bedroom , did you ? 
_t4 		o:h , that must've been when I wasn't around . 
_t4 		oh !
_t4 		maybe I +//.
_t4 		I remember that ! 
_t4 		by accident . 
_t4 		you just pushed a button and the radio came on all of a sudden . 
_t4 		in the bedroom upstairs where we were sleeping . 
_t4 		and we were surprised , Mommy and Naima were surprised by that . 
_t4 		all of a sudden the radio came on ! 
_t4 		all of a sudden . 
_t4 		we do nurse there . 
_t4 		I'm gonna go get the video camera and bring it in here , okay ? 
_t4 		xxx have some kamut here you can eat . 
_t4 		xxx let's put this  too . 
_t4 		you can put it on when we go to their house , you can go upstairs and surprise Daddy that you know how to put the radio on . 
_t4 		you can surprise Daddy .
_t4 		I'll be right back .
_t4 		what ?
_t4 		we like to nurse ?
_t4 		oh , your favorite song . 
_t4 		yeah .
_t4 		what are you gonna +/.
_t4 		you're gonna turn on the radio ? 
_t4 		surprise ! 
_t4 		you're gonna surprise everybody by turning on the radio ? 
_t4 		o:h . 
_t4 		what else are you gonna do there ? 
_t4 		see them , yeah . 
_t4 		who's what ? 
_t4 		who's not coming ?
_t4 		we saw them there when we were there last time . 
_t4 		they're not coming today . 
_t4 		what about Mommy ? 
_t4 		Dadaji and Mommy ? 
_t4 		oh Dadaji is whose mommy ? 
_t4 		whose mommy is Dadaji ? 
_t4 		Daddy's , that's right , she's Daddy's mommy . 
_t4 		Babaji's daddy's name , I don't remember . 
_t4 		hmmm , you can ask him when you see him . 
_t4 		Babaji is Daddy's daddy . 
_t4 		though . 
_t4 		I don't know what Babaji's daddy's name is , but +... 
_t4 		your daddy's daddy is Babaji . 
_t4 		that's his daddy . 
_t4 		what's  , what's my mommy's name ? 
_t4 		who's my mommy ?
_t4 		do you know who my mommy is ? 
_t4 		her name is  . 
_t4 		Grandma  . 
_t4 		yeah , you played that +... 
_t4 		yep [: yes] , that funny game with Grandma . 
_t4 		she's gonna come visit us too , she's gonna [: going to] come next week . 
_t4 		for Christmas . 
_t4 		next week is Christmas . 
_t4 		xxx . 
_t4 		gorillas do that +... 
_t4 		and you say armadillos do that . 
_t4 		I don't think they really do . 
_t4 		Naima armadillo does that .
_t4 		they do go in a burrow to sleep . 
_t4 		where do they sleep ? 
_t4 		in a burrow . 
_t4 		they make their burrows , they dig them don't they . 
_t4 		they dig burrows into the ground . 
_t4 		what do they eat ? 
_t4 		worms ?
_t4 		I bet they do eat worms .
_t4 		what else do they eat ? 
_t4 		I don't know , do they +/.
_t4 		I bet they eat insects . 
_t4 		I think they eat insects . 
_t4 		yeah , this is the boom  boom boom song . 
_t4 		ready ? 
_t4 		yeah . 
_t4 		streets go up and go down , running round [: around] my town streets go up +/. 
_t4 		ooh . 
_t4 		you know how to yell . 
_t4 		you know how to sing and talk and yell and whisper , you know all those things . 
_t4 		ready ? 
_t4 		riding east or west the taxi cab is the best . 
_t4 		riding east or west the taxi cab is the best . 
_t4 		where did we ride the taxi ? 
_t4 		in New York City . 
_t4 		in New York . 
_t4 		that's some of the kamut . 
_t4 		xxx . 
_t4 		the ra:dio . 
_t4 		you have your own radio now . 
_t4 		xxx gave you a radio , for a Christmas present . 
_t4 		there's a radio at their house . 
_t4 		mmmm , you can turn it on . 
_t4 		I think you also turned on the radio in New York . 
_t4 		remember that ? 
_t4 		mmmm , by accident , and you were really surprised . 
_t4 		you were really surprised and Mommy was surprised too it was loud . 
_t4 		I think it was loud . 
_t4 		loud like that , yeah . 
_t4 		you want some wheat ? 
_t4 		yeah no ? 
_t4 		how bout [: about] rice ?
_t4 		yea:h [: yes] .
_t4 		yeah , no , yeah . 
_t4 		yeah , we're gonna go as soon as Daddy comes home . 
_t4 		o:h , we're gonna go soon . 
_t4 		o:h .
_t4 		you have a little bit of food on that hand . 
_t4 		do you wanna feed yourself ? 
_t4 		this ,  , you wanna see what I have here . 
_t4 		that's the container for the other cookies . 
_t4 		I'm gonna call Daddy . 
_t4 		ooh , it makes a good noise , doesn't it . 
_t4 		hi  . 
_t4 		
_t4 		and the reason is she's getting very sleepy , she's been very +... 
_t4 		cranky and I think she's sleepy , and also I told  I'd meet her at two I realized , and that +... 
_t4 		that could work , but  +... 
_t4 		I would not really be able to say hi to your parents  +... 
_t4 		to make that , so +... 
_t4 		I don't know how that , compatible that would be to +...
_t4 		yeah . 
_t4 		yeah . 
_t4 		well , some , closer to ten thirty than eleven let's just say that , cause [: because] she's , she's sort of +... 
_t4 		uh +... 
_t4 		xxx , what's the word +... 
_t4 		she's been cranky . 
_t4 		so , see you , yeah , bye . 
_t4 		you are putting the food in the bag I see . 
_t4 		how bout [: about] putting some more +... 
_t4 		somewhere else , like +... 
_t4 		in: your mouth ! 
_t4 		oh it's the goodbye song . 
_t4 		you didn't want that ? 
_t4 		okay . 
_t4 		yeah I called Daddy so he'd come home fast . 
_t4 		so that we can go . 
_t4 		go home low , he's gonna come home so that we can go . 
_t4 		yeah .
_t4 		no ? 
_t4 		low .
_t4 		would you like some water to drink ? 
_t4 		or +/.
_t4 		okay , or soy milk maybe ? 
_t4 		okay .
_t4 		I think I'll get you some water . 
_t4 		we still have some presents to wrap . 
_t4 		Nate Bate ? 
_t4 		he's a kid in the music class isn't he . 
_t4 		Nate Bate ! 
_t4 		would you like to color with crayons ?
_t4 		wha:t ? 
_t4 		does Naima want crayons to play with ? 
_t4 		I do have nursies . 
_t4 		Daddy come home slow ? 
_t4 		but I called him so that he would come home fa:st , so that we can go to +... 
_t4 		Babaji 
_t4 		and you can turn on the radio as soon as you get there . 
_t4 		let's make +/.
_t4 		also eat there , yeah you could eat there . 
_t4 		mmmm+hmmm .
_t4 		in fact , we have a bag full of food for you to take . 
_t4 		Daddy's coming , Daddy's coming . 
_t4 		he's gonna be here very soon . 
_t4 		Daddy's coming home very very soon . 
_t4 		goodbye , so long . 
_t4 		let's take off your bib , and give you your water back . 
_t4 		mmmm !
_t4 		l , that is an l , very nice . 
_t4 		that's a nice upside down l . 
_t4 		I like that l . 
_t4 		l . 
_t4 		l . 
_t4 		mmmm , what are you drawing now ? 
_t4 		oh you're drawing on your sippy+cup ? 
_t4 		oh+my+goodness gracious me . 
_t4 		I'm right here .
_t4 		oh+my+goodness .
_t4 		o:h . 
_t4 		Naima Mommy's right here .
_t4 		yes , baby girl .
_t4 		o:h .
_t4 		you need more paper ?
_t4 		you need more paper to draw on ? 
_t4 		need more crayons ? 
_t4 		okay .
_t4 		let me find them , I think they're in here . 
_t4 		I'm gonna look for the crayons .
_t4 		
_t4 		glitter_a ? 
_t4 		glitter_a . 
_t4 		that glitter crayon is very old , I think . 
_t4 		throw it out ,  .
_t4 		okay . 
_t4 		do you want me to throw it out in the garbage ? 
_t4 		okay , yeah it doesn't really write anymore , does it .
_t4 		it doesn't work . 
_t4 		the other crayon is very good , well that's good . 
